"participant","rt","init_locations","final_locations","trial_type","yoke_participant","yoke_participant_template","fast_triplet","slow_triplet"
"60686ac3349b6eca6e6e598c",29417.0999999046,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_020_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_020_g.png"",""x"":221,""y"":27},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png"",""x"":21,""y"":27},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png"",""x"":118,""y"":22}]","free-sort","75c8f","75c8f","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_020_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_022_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_004_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png']"
"60686ac3349b6eca6e6e598c",8254.69999980927,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_004_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_022_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_004_g.png"",""x"":15,""y"":19},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_022_g.png"",""x"":231,""y"":14},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png"",""x"":132,""y"":24}]","free-sort","75c8f","75c8f","",""
"595c69efd8bd8d000154dd23",18506.2000000477,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_019_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_021_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_016_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_019_g.png"",""x"":118,""y"":23},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_021_g.png"",""x"":32,""y"":18},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_016_g.png"",""x"":209,""y"":23}]","free-sort","7b5f6","7b5f6","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_019_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_016_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_021_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_024_g.png']"
"595c69efd8bd8d000154dd23",6212.69999980927,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_024_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_024_g.png"",""x"":238,""y"":23},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png"",""x"":36,""y"":21},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":154,""y"":34}]","free-sort","7b5f6","7b5f6","",""
"59e1e3a23e4b5a00016a9c17",12253.2999999523,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_014_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_004_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_014_g.png"",""x"":118,""y"":27},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png"",""x"":40,""y"":29},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_004_g.png"",""x"":204,""y"":32}]","free-sort","7b91f","7b91f","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_014_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_004_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png']"
"59e1e3a23e4b5a00016a9c17",6423.29999995232,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png"",""x"":20,""y"":19},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png"",""x"":124,""y"":21},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png"",""x"":220,""y"":28}]","free-sort","7b91f","7b91f","",""
"6111275700ef46b7947fc941",12651.6000001431,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_019_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_008_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png"",""x"":33,""y"":17},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_019_g.png"",""x"":112,""y"":30},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_008_g.png"",""x"":197,""y"":7}]","free-sort","7d46d","7d46d","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_019_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_008_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_011_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_024_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png']"
"6111275700ef46b7947fc941",8498.70000004768,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_011_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_024_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":135,""y"":23},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_011_g.png"",""x"":4,""y"":29},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_024_g.png"",""x"":233,""y"":37}]","free-sort","7d46d","7d46d","",""
"56cc78e3ccc0e20006b82a7d",11805,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png"",""x"":246,""y"":24},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":125,""y"":21},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png"",""x"":15,""y"":30}]","free-sort","7fd37","7fd37","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_002_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_022_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_004_g.png']"
"56cc78e3ccc0e20006b82a7d",8495.90000009537,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_004_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_022_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_002_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_004_g.png"",""x"":125,""y"":28},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_022_g.png"",""x"":39,""y"":23},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_002_g.png"",""x"":220,""y"":20}]","free-sort","7fd37","7fd37","",""
"5f74fd83ed11b81620baf105",26921.8000000715,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_018_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_026_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_018_g.png"",""x"":65,""y"":25},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png"",""x"":219,""y"":9},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_026_g.png"",""x"":126,""y"":20}]","free-sort","848f6","848f6","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_026_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_018_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_005_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_014_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_002_g.png']"
"5f74fd83ed11b81620baf105",6819,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_002_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_005_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_014_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_002_g.png"",""x"":138,""y"":16},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_005_g.png"",""x"":238,""y"":11},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_014_g.png"",""x"":36,""y"":27}]","free-sort","848f6","848f6","",""
"5f8461c7c4a37809c686303d",20746.9000000954,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png"",""x"":65,""y"":28},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":148,""y"":22},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png"",""x"":226,""y"":25}]","free-sort","855f4","855f4","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_006_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png']"
"5f8461c7c4a37809c686303d",6847.20000004768,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_006_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_006_g.png"",""x"":215,""y"":16},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png"",""x"":136,""y"":22},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png"",""x"":53,""y"":18}]","free-sort","855f4","855f4","",""
"5f5e401d77501a6b82743d56",29628,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_019_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":121,""y"":22},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png"",""x"":223,""y"":19},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_019_g.png"",""x"":32,""y"":13}]","free-sort","864e7","864e7","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_019_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_012_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_022_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png']"
"5f5e401d77501a6b82743d56",17870,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_022_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png"",""x"":44,""y"":27},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_015_g.png"",""x"":206,""y"":25},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_022_g.png"",""x"":124,""y"":21}]","free-sort","864e7","864e7","",""
"5f6cdde7a8d71310b06e402a",12485.5,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_025_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_025_g.png"",""x"":118,""y"":22},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png"",""x"":187,""y"":36},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png"",""x"":1,""y"":29}]","free-sort","86b55","86b55","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_025_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_021_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_006_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_013_g.png']"
"5f6cdde7a8d71310b06e402a",6685.10000002384,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_013_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_021_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_006_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_013_g.png"",""x"":35,""y"":4},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_021_g.png"",""x"":213,""y"":25},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_006_g.png"",""x"":153,""y"":25}]","free-sort","86b55","86b55","",""
"5d6d6412f570e000184cf48b",46589.1000000089,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_025_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_020_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png"",""x"":222,""y"":21},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_025_g.png"",""x"":38,""y"":17},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_020_g.png"",""x"":119,""y"":19}]","free-sort","87e29","87e29","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_025_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_020_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_011_g.png']"
"5d6d6412f570e000184cf48b",8814.20000000298,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_011_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png"",""x"":30,""y"":20},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png"",""x"":115,""y"":21},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_011_g.png"",""x"":211,""y"":22}]","free-sort","87e29","87e29","",""
"5e445469951000017c34358e",16360.1000000015,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_018_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_021_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_018_g.png"",""x"":143,""y"":24},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png"",""x"":52,""y"":12},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_021_g.png"",""x"":250,""y"":19}]","free-sort","88671","88671","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_018_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_017_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_021_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_008_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_016_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png']"
"5e445469951000017c34358e",9164.19999999925,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_008_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_016_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_008_g.png"",""x"":91,""y"":20},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_016_g.png"",""x"":6,""y"":31},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_003_g.png"",""x"":214,""y"":17}]","free-sort","88671","88671","",""
"629102427044b293c3623e04",24664,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_016_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_016_g.png"",""x"":151,""y"":24},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png"",""x"":219,""y"":25},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png"",""x"":25,""y"":25}]","free-sort","889c9","889c9","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_001_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_016_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_014_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_006_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png']"
"629102427044b293c3623e04",11629,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_014_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_006_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png"",""x"":56,""y"":12},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_014_g.png"",""x"":230,""y"":26},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_006_g.png"",""x"":139,""y"":12}]","free-sort","889c9","889c9","",""
"61089f3545e100ffed96d0de",20292,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_026_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_007_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_026_g.png"",""x"":213,""y"":37},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_007_g.png"",""x"":129,""y"":20},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png"",""x"":36,""y"":35}]","free-sort","893fa","893fa","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_026_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_007_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_009_g.png']","['https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_002_g.png', 'https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png']"
"61089f3545e100ffed96d0de",6749,"[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png"",""x"":475,""y"":0},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_002_g.png"",""x"":-225,""y"":50},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png"",""x"":475,""y"":50}]","[{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_023_g.png"",""x"":229,""y"":40},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_002_g.png"",""x"":145,""y"":24},{""src"":""https://ziweizhang0304.github.io/Stats_learning_trig/img/Stim/FN_010_g.png"",""x"":71,""y"":15}]","free-sort","893fa","893fa","",""
