"participant","TD_trial_number","TD_target_position","TD_rt","attention_state","TD_within_triplet_counter"
"5d5e4baff521f100166c5d3a",15,6,442.40000000014,"fast","2"
"5d5e4baff521f100166c5d3a",16,6,442.800000000047,"slow","1"
"5d5e4baff521f100166c5d3a",17,5,518.999999999767,"slow","1"
"5d5e4baff521f100166c5d3a",18,6,413.5,"fast","1"
"5d5e4baff521f100166c5d3a",19,5,439.200000000186,"slow","2"
"5d5e4baff521f100166c5d3a",20,6,395.300000000047,"fast","3"
"5d5e4baff521f100166c5d3a",21,7,401.199999999953,"fast","1"
"5d5e4baff521f100166c5d3a",22,7,410.200000000186,"slow","3"
"5d5e4baff521f100166c5d3a",23,5,403.699999999953,"fast","1"
"5d5e4baff521f100166c5d3a",24,7,379.800000000047,"slow","2"
"5d5f07cdca10e90016bc0103",1,9,412,"slow","3"
"5d5f07cdca10e90016bc0103",2,6,427,"fast","1"
"5d5f07cdca10e90016bc0103",3,5,441,"fast","2"
"5d5f07cdca10e90016bc0103",4,6,413,"fast","3"
"5d5f07cdca10e90016bc0103",5,6,402,"slow","1"
"5d5f07cdca10e90016bc0103",6,8,400,"slow","2"
"5d5f07cdca10e90016bc0103",7,5,387,"slow","2"
"5d5f07cdca10e90016bc0103",8,8,377,"slow","3"
"5d5f07cdca10e90016bc0103",9,5,424,"fast","1"
"5d5f07cdca10e90016bc0103",10,9,423,"fast","3"
"5d5f07cdca10e90016bc0103",11,6,402,"slow","2"
"5d5f07cdca10e90016bc0103",12,5,403,"slow","1"
"5d5f07cdca10e90016bc0103",13,6,420,"fast","2"
"5d5f07cdca10e90016bc0103",14,7,393,"slow","1"
"5d5f07cdca10e90016bc0103",15,4,459,"fast","1"
"5d5f07cdca10e90016bc0103",16,7,278,"slow","2"
"5d5f07cdca10e90016bc0103",17,7,335,"fast","3"
"5d5f07cdca10e90016bc0103",18,7,418,"slow","3"
"5d5f07cdca10e90016bc0103",19,6,557,"slow","3"
"5d5f07cdca10e90016bc0103",21,8,286,"fast","2"
"5d5f07cdca10e90016bc0103",22,4,443,"slow","1"
"5d5f07cdca10e90016bc0103",24,7,373,"fast","1"
"5d6d6412f570e000184cf48b",1,8,375,"fast","3"
"5d6d6412f570e000184cf48b",2,7,347.5,"slow","2"
"5d6d6412f570e000184cf48b",3,4,389.40000000596,"fast","1"
"5d6d6412f570e000184cf48b",4,5,522.600000008941,"slow","2"
"5d6d6412f570e000184cf48b",5,6,319.199999988079,"fast","3"
"5d6d6412f570e000184cf48b",6,6,497.20000000298,"fast","2"
"5d6d6412f570e000184cf48b",7,5,346.59999999404,"fast","1"
"5d6d6412f570e000184cf48b",8,7,329.29999999702,"slow","3"
"5d6d6412f570e000184cf48b",9,5,449.90000000596,"fast","2"
"5d6d6412f570e000184cf48b",10,4,380.29999999702,"slow","1"
"5d6d6412f570e000184cf48b",12,6,638.59999999404,"slow","2"
"5d6d6412f570e000184cf48b",13,7,305.300000011921,"fast","3"
"5d6d6412f570e000184cf48b",14,6,351.399999991059,"slow","3"
"5d6d6412f570e000184cf48b",15,6,404,"slow","1"
"5d6d6412f570e000184cf48b",16,8,377.600000008941,"slow","2"
"5d6d6412f570e000184cf48b",17,6,387.5,"fast","1"
"5d6d6412f570e000184cf48b",18,7,373.40000000596,"slow","1"
"5d6d6412f570e000184cf48b",19,7,372,"fast","1"
"5d6d6412f570e000184cf48b",20,9,354.399999991059,"fast","3"
"5d6d6412f570e000184cf48b",21,8,324.20000000298,"fast","2"
"5d6d6412f570e000184cf48b",22,5,738.40000000596,"slow","1"
"5d6d6412f570e000184cf48b",23,9,33.2999999970198,"slow","3"
"5d6d6412f570e000184cf48b",24,7,370.199999988079,"fast","2"
"5d70366ab5f5ef001796e227",1,9,288.999999999069,"slow","3"
"5d70366ab5f5ef001796e227",2,6,325.200000000186,"slow","1"
"5d70366ab5f5ef001796e227",3,5,383.599999999627,"slow","1"
"5d70366ab5f5ef001796e227",4,6,271.100000000559,"slow","3"
"5d70366ab5f5ef001796e227",5,6,413.799999999814,"slow","2"
"5d70366ab5f5ef001796e227",6,8,285.699999999255,"slow","2"
"5d70366ab5f5ef001796e227",7,8,315,"fast","3"
"5d70366ab5f5ef001796e227",9,5,463,"fast","1"
"5d70366ab5f5ef001796e227",10,7,366,"fast","3"
"5d70366ab5f5ef001796e227",11,8,338.600000000559,"slow","3"
"5d70366ab5f5ef001796e227",12,7,327.899999999441,"fast","2"
"5d70366ab5f5ef001796e227",13,4,367.099999999627,"slow","1"
"5d70366ab5f5ef001796e227",14,7,344.700000000186,"slow","2"
"5d70366ab5f5ef001796e227",15,7,340.5,"slow","1"
"5d70366ab5f5ef001796e227",16,4,318.500000000931,"fast","1"
"5d70366ab5f5ef001796e227",17,6,381.200000000186,"fast","3"
"5d70366ab5f5ef001796e227",18,5,387,"fast","2"
"5d70366ab5f5ef001796e227",19,8,296.099999999627,"fast","2"
"5d70366ab5f5ef001796e227",20,6,365.299999999814,"fast","2"
"5d70366ab5f5ef001796e227",21,5,401.200000000186,"slow","2"
"5d70366ab5f5ef001796e227",22,7,308.499999999069,"fast","1"
"5d70366ab5f5ef001796e227",23,6,293.299999999814,"fast","1"
"5d70366ab5f5ef001796e227",24,7,293.399999999441,"slow","3"
"5d74001d391b6600175f433b",1,7,418.799999998882,"fast","2"
"5d74001d391b6600175f433b",2,6,371.999999998137,"fast","3"
"5d74001d391b6600175f433b",3,6,103.699999999255,"fast","1"
"5d74001d391b6600175f433b",4,5,394.099999999627,"slow","2"
"5d74001d391b6600175f433b",5,6,396.900000000373,"slow","2"
"5d74001d391b6600175f433b",6,7,432.000000001863,"fast","1"
"5d74001d391b6600175f433b",7,7,399.099999999627,"fast","3"
"5d74001d391b6600175f433b",8,8,406.199999999255,"slow","3"
"5d74001d391b6600175f433b",9,8,401,"fast","2"
"5d74001d391b6600175f433b",10,9,61,"fast","3"
"5d74001d391b6600175f433b",11,6,401.900000000373,"slow","1"
"5d74001d391b6600175f433b",12,8,394.099999999627,"fast","3"
"5d74001d391b6600175f433b",13,5,488.299999998882,"fast","1"
"5d74001d391b6600175f433b",14,7,337.199999999255,"slow","2"
"5d74001d391b6600175f433b",15,4,439,"slow","1"
"5d74001d391b6600175f433b",16,5,416.699999997392,"fast","2"
"5d74001d391b6600175f433b",17,5,404.099999999627,"slow","1"
"5d74001d391b6600175f433b",18,9,318.900000000373,"slow","3"
"5d74001d391b6600175f433b",19,7,426.5,"slow","1"
"5d74001d391b6600175f433b",20,8,511.300000000745,"slow","2"
"5d74001d391b6600175f433b",21,7,206.299999998882,"slow","3"
"5d74001d391b6600175f433b",22,6,406.699999999255,"fast","2"
"5d74001d391b6600175f433b",23,6,203.900000000373,"slow","3"
"5d74001d391b6600175f433b",24,4,517.400000000373,"fast","1"
"5d88e9d13e9a6e0001084e80",1,5,439.100000008941,"slow","2"
"5d88e9d13e9a6e0001084e80",2,6,501,"fast","3"
"5d88e9d13e9a6e0001084e80",3,6,402.5,"fast","1"
"5d88e9d13e9a6e0001084e80",4,5,451.79999999702,"fast","2"
"5d88e9d13e9a6e0001084e80",5,7,417.29999999702,"fast","2"
"5d88e9d13e9a6e0001084e80",6,8,332.20000000298,"slow","3"
"5d88e9d13e9a6e0001084e80",7,7,382.90000000596,"slow","3"
"5d88e9d13e9a6e0001084e80",8,5,409.79999999702,"slow","1"
"5d88e9d13e9a6e0001084e80",9,9,666,"fast","3"
"5d88e9d13e9a6e0001084e80",10,7,496.40000000596,"slow","2"
"5d88e9d13e9a6e0001084e80",11,7,448.5,"slow","1"
"5d88e9d13e9a6e0001084e80",12,8,412.000000014901,"fast","2"
"5d88e9d13e9a6e0001084e80",13,4,461.5,"fast","1"
"5d88e9d13e9a6e0001084e80",14,7,435.300000011921,"fast","3"
"5d88e9d13e9a6e0001084e80",15,4,379.500000014901,"slow","1"
"5d88e9d13e9a6e0001084e80",16,5,384.500000014901,"fast","1"
"5d88e9d13e9a6e0001084e80",17,6,420.79999999702,"slow","3"
"5d88e9d13e9a6e0001084e80",18,8,390.20000000298,"slow","2"
"5d88e9d13e9a6e0001084e80",19,6,431.999999985099,"slow","2"
"5d88e9d13e9a6e0001084e80",20,6,468.79999999702,"fast","2"
"5d88e9d13e9a6e0001084e80",21,7,384.300000011921,"fast","1"
"5d88e9d13e9a6e0001084e80",22,8,653.79999999702,"fast","3"
"5d88e9d13e9a6e0001084e80",23,6,435.79999999702,"slow","1"
"5d88e9d13e9a6e0001084e80",24,9,336.499999985099,"slow","3"
"5d9c67b131544d00101daef1",1,5,419,"fast","2"
"5d9c67b131544d00101daef1",2,6,300,"slow","2"
"5d9c67b131544d00101daef1",3,8,381,"slow","3"
"5d9c67b131544d00101daef1",4,9,425,"fast","3"
"5d9c67b131544d00101daef1",5,6,384,"fast","2"
"5d9c67b131544d00101daef1",6,7,422,"fast","2"
"5d9c67b131544d00101daef1",7,8,369,"fast","3"
"5d9c67b131544d00101daef1",8,8,34,"slow","2"
"5d9c67b131544d00101daef1",9,7,21,"fast","3"
"5d9c67b131544d00101daef1",10,5,597,"slow","2"
"5d9c67b131544d00101daef1",11,7,305,"slow","3"
"5d9c67b131544d00101daef1",12,6,343,"fast","1"
"5d9c67b131544d00101daef1",13,5,414,"slow","1"
"5d9c67b131544d00101daef1",14,6,336,"slow","1"
"5d9c67b131544d00101daef1",15,7,328,"slow","1"
"5d9c67b131544d00101daef1",16,4,381,"fast","1"
"5d9c67b131544d00101daef1",17,6,355,"slow","3"
"5d9c67b131544d00101daef1",18,6,321,"fast","3"
"5d9c67b131544d00101daef1",19,5,362,"fast","1"
"5d9c67b131544d00101daef1",20,7,338,"fast","1"
"5d9c67b131544d00101daef1",21,4,357,"slow","1"
"5d9c67b131544d00101daef1",22,8,338,"fast","2"
"5d9c67b131544d00101daef1",23,9,435,"slow","3"
"5d9c67b131544d00101daef1",24,7,382,"slow","2"
"5da497568034e40011366267",1,9,410.5,"fast","3"
"5da497568034e40011366267",2,5,461.800000190735,"slow","1"
"5da497568034e40011366267",3,7,331.299999952316,"slow","3"
"5da497568034e40011366267",4,8,400.5,"fast","2"
"5da497568034e40011366267",5,7,497.800000190735,"fast","3"
"5da497568034e40011366267",6,6,390.099999904633,"fast","2"
"5da497568034e40011366267",7,4,424.499999761581,"fast","1"
"5da497568034e40011366267",8,6,339.5,"slow","2"
"5da497568034e40011366267",9,8,297.999999761581,"fast","3"
"5da497568034e40011366267",10,8,554.300000190735,"slow","2"
"5da497568034e40011366267",11,5,473.399999856949,"fast","1"
"5da497568034e40011366267",12,7,393.700000047684,"slow","1"
"5da497568034e40011366267",13,8,401.5,"slow","3"
"5da497568034e40011366267",14,6,519.5,"fast","3"
"5da497568034e40011366267",15,4,469.599999904633,"slow","1"
"5da497568034e40011366267",16,6,392.799999952316,"slow","1"
"5da497568034e40011366267",17,5,1612.20000004768,"fast","2"
"5da497568034e40011366267",18,7,430.700000047684,"slow","2"
"5da497568034e40011366267",19,7,394.899999856949,"fast","2"
"5da497568034e40011366267",20,9,363.400000095367,"slow","3"
"5da497568034e40011366267",22,7,496.700000047684,"fast","1"
"5da497568034e40011366267",23,6,481.799999952316,"slow","3"
"5da497568034e40011366267",24,6,354.799999952316,"fast","1"
"5dcca2db88381e92c96b9ac5",1,7,322.800000071526,"fast","3"
"5dcca2db88381e92c96b9ac5",2,8,281.700000047684,"slow","3"
"5dcca2db88381e92c96b9ac5",3,7,380.5,"fast","2"
"5dcca2db88381e92c96b9ac5",4,5,89.8999999761581,"fast","1"
"5dcca2db88381e92c96b9ac5",5,7,321.899999976158,"slow","1"
"5dcca2db88381e92c96b9ac5",6,4,377.299999952316,"fast","1"
"5dcca2db88381e92c96b9ac5",7,7,444,"slow","3"
"5dcca2db88381e92c96b9ac5",8,9,335.199999928474,"slow","3"
"5dcca2db88381e92c96b9ac5",9,6,344.100000143051,"slow","1"
"5dcca2db88381e92c96b9ac5",10,6,293.200000047684,"fast","3"
"5dcca2db88381e92c96b9ac5",11,5,378.800000071526,"fast","2"
"5dcca2db88381e92c96b9ac5",12,6,315.999999880791,"fast","1"
"5dcca2db88381e92c96b9ac5",13,7,349.600000023842,"slow","2"
"5dcca2db88381e92c96b9ac5",15,8,294.5,"fast","2"
"5dcca2db88381e92c96b9ac5",16,8,441.800000071526,"slow","2"
"5dcca2db88381e92c96b9ac5",17,4,348.599999904633,"slow","1"
"5dcca2db88381e92c96b9ac5",18,5,399.800000071526,"slow","1"
"5dcca2db88381e92c96b9ac5",19,5,360.200000047684,"slow","2"
"5dcca2db88381e92c96b9ac5",21,6,354.399999976158,"slow","2"
"5dcca2db88381e92c96b9ac5",22,6,65.1999999284744,"slow","3"
"5dcca2db88381e92c96b9ac5",23,7,346.499999880791,"fast","1"
"5dcca2db88381e92c96b9ac5",24,8,391.399999856949,"fast","3"
"5dcefcd0307b8d05031d7264",1,6,334.5,"fast","1"
"5dcefcd0307b8d05031d7264",2,7,335.699999988079,"fast","2"
"5dcefcd0307b8d05031d7264",3,6,331.099999964237,"fast","2"
"5dcefcd0307b8d05031d7264",4,6,313.699999988079,"slow","1"
"5dcefcd0307b8d05031d7264",5,7,362.899999976158,"slow","3"
"5dcefcd0307b8d05031d7264",6,5,352.800000011921,"slow","2"
"5dcefcd0307b8d05031d7264",7,8,300.199999988079,"fast","2"
"5dcefcd0307b8d05031d7264",8,6,349.900000035763,"fast","3"
"5dcefcd0307b8d05031d7264",9,5,341.400000035763,"fast","1"
"5dcefcd0307b8d05031d7264",10,4,336.800000011921,"fast","1"
"5dcefcd0307b8d05031d7264",11,9,251.400000035763,"slow","3"
"5dcefcd0307b8d05031d7264",12,7,359.800000011921,"slow","2"
"5dcefcd0307b8d05031d7264",13,7,325.300000011921,"fast","3"
"5dcefcd0307b8d05031d7264",14,7,309.600000023842,"slow","1"
"5dcefcd0307b8d05031d7264",15,9,286.100000023842,"fast","3"
"5dcefcd0307b8d05031d7264",16,5,323.400000035763,"fast","2"
"5dcefcd0307b8d05031d7264",17,8,299.199999988079,"slow","3"
"5dcefcd0307b8d05031d7264",18,5,331.900000035763,"slow","1"
"5dcefcd0307b8d05031d7264",19,6,294.599999964237,"slow","2"
"5dcefcd0307b8d05031d7264",21,8,265.500000059605,"fast","3"
"5dcefcd0307b8d05031d7264",23,8,352.999999940395,"slow","2"
"5dcefcd0307b8d05031d7264",24,7,314.200000047684,"fast","1"
"5dd31ee6181abc335d955478",2,7,481,"slow","2"
"5dd31ee6181abc335d955478",3,6,484.000000014901,"slow","1"
"5dd31ee6181abc335d955478",6,5,437.600000008941,"slow","1"
"5dd31ee6181abc335d955478",7,9,494.79999999702,"fast","3"
"5dd31ee6181abc335d955478",8,4,525.199999988079,"fast","1"
"5dd31ee6181abc335d955478",9,7,655.500000014901,"fast","3"
"5dd31ee6181abc335d955478",10,8,525.199999988079,"fast","3"
"5dd31ee6181abc335d955478",11,6,469.79999999702,"slow","3"
"5dd31ee6181abc335d955478",12,6,486.500000014901,"fast","1"
"5dd31ee6181abc335d955478",13,5,496.600000008941,"fast","1"
"5dd31ee6181abc335d955478",14,8,442.20000000298,"slow","3"
"5dd31ee6181abc335d955478",15,7,431.699999988079,"slow","1"
"5dd31ee6181abc335d955478",16,4,517.199999988079,"slow","1"
"5dd31ee6181abc335d955478",17,9,464.5,"slow","3"
"5dd31ee6181abc335d955478",18,6,594.600000008941,"fast","2"
"5dd31ee6181abc335d955478",19,6,562.399999991059,"fast","3"
"5dd31ee6181abc335d955478",20,7,446.09999999404,"fast","2"
"5dd31ee6181abc335d955478",21,7,481.70000000298,"fast","1"
"5dd31ee6181abc335d955478",22,5,629.800000011921,"slow","2"
"5dd31ee6181abc335d955478",23,7,550.600000008941,"slow","3"
"5dd31ee6181abc335d955478",24,8,484.100000008941,"fast","2"
"5dd827c1393bd37c1adb1d47",1,9,386,"slow","3"
"5dd827c1393bd37c1adb1d47",2,5,397,"slow","1"
"5dd827c1393bd37c1adb1d47",3,6,375,"slow","3"
"5dd827c1393bd37c1adb1d47",4,6,424,"fast","3"
"5dd827c1393bd37c1adb1d47",5,5,437,"fast","1"
"5dd827c1393bd37c1adb1d47",6,8,417,"fast","2"
"5dd827c1393bd37c1adb1d47",7,7,418,"fast","2"
"5dd827c1393bd37c1adb1d47",8,8,374,"slow","2"
"5dd827c1393bd37c1adb1d47",9,5,355,"fast","2"
"5dd827c1393bd37c1adb1d47",10,6,393,"fast","1"
"5dd827c1393bd37c1adb1d47",11,7,357,"fast","3"
"5dd827c1393bd37c1adb1d47",13,7,300,"fast","1"
"5dd827c1393bd37c1adb1d47",14,7,431,"slow","2"
"5dd827c1393bd37c1adb1d47",15,6,329,"fast","2"
"5dd827c1393bd37c1adb1d47",16,7,470,"slow","3"
"5dd827c1393bd37c1adb1d47",17,5,334,"slow","2"
"5dd827c1393bd37c1adb1d47",18,7,407,"slow","1"
"5dd827c1393bd37c1adb1d47",19,4,363,"slow","1"
"5dd827c1393bd37c1adb1d47",20,4,458,"fast","1"
"5dd827c1393bd37c1adb1d47",21,6,362,"slow","2"
"5dd827c1393bd37c1adb1d47",22,8,328,"fast","3"
"5dd827c1393bd37c1adb1d47",23,8,364,"slow","3"
"5dd827c1393bd37c1adb1d47",24,6,324,"slow","1"
"5dddd95d238a91d4fa1a8cf6",1,7,412.300000000745,"slow","3"
"5dddd95d238a91d4fa1a8cf6",2,6,363.5,"slow","1"
"5dddd95d238a91d4fa1a8cf6",3,6,371.099999999627,"slow","3"
"5dddd95d238a91d4fa1a8cf6",4,4,433.60000000149,"fast","1"
"5dddd95d238a91d4fa1a8cf6",5,7,380.900000000373,"slow","2"
"5dddd95d238a91d4fa1a8cf6",6,8,337.199999999255,"slow","3"
"5dddd95d238a91d4fa1a8cf6",7,4,468.900000000373,"slow","1"
"5dddd95d238a91d4fa1a8cf6",8,6,392.699999999255,"fast","1"
"5dddd95d238a91d4fa1a8cf6",9,7,358.799999998882,"fast","2"
"5dddd95d238a91d4fa1a8cf6",10,5,427.200000001118,"slow","1"
"5dddd95d238a91d4fa1a8cf6",11,8,303.599999999627,"fast","2"
"5dddd95d238a91d4fa1a8cf6",12,7,360.599999999627,"slow","1"
"5dddd95d238a91d4fa1a8cf6",13,5,430.099999997765,"fast","1"
"5dddd95d238a91d4fa1a8cf6",14,6,382.300000000745,"slow","2"
"5dddd95d238a91d4fa1a8cf6",15,7,447.799999998882,"fast","1"
"5dddd95d238a91d4fa1a8cf6",16,8,354.5,"slow","2"
"5dddd95d238a91d4fa1a8cf6",17,6,323.699999999255,"fast","2"
"5dddd95d238a91d4fa1a8cf6",18,8,378.300000000745,"fast","3"
"5dddd95d238a91d4fa1a8cf6",19,6,382.599999999627,"fast","3"
"5dddd95d238a91d4fa1a8cf6",20,5,326.5,"fast","2"
"5dddd95d238a91d4fa1a8cf6",21,9,305,"slow","3"
"5dddd95d238a91d4fa1a8cf6",22,9,319.5,"fast","3"
"5dddd95d238a91d4fa1a8cf6",23,5,385.499999998137,"slow","2"
"5dddd95d238a91d4fa1a8cf6",24,7,289.400000000373,"fast","3"
"5de32329b5bed7350391666c",1,7,427.599999904633,"slow","1"
"5de32329b5bed7350391666c",3,6,470,"fast","2"
"5de32329b5bed7350391666c",4,8,445.5,"slow","3"
"5de32329b5bed7350391666c",5,7,496.699999809265,"fast","2"
"5de32329b5bed7350391666c",6,8,441.099999904633,"fast","2"
"5de32329b5bed7350391666c",7,5,483.300000190735,"slow","2"
"5de32329b5bed7350391666c",8,6,446.800000190735,"slow","2"
"5de32329b5bed7350391666c",9,5,410.300000190735,"fast","2"
"5de32329b5bed7350391666c",10,7,434.299999713898,"slow","3"
"5de32329b5bed7350391666c",11,5,530.099999904633,"slow","1"
"5de32329b5bed7350391666c",12,6,415.200000286102,"slow","3"
"5de32329b5bed7350391666c",13,6,406.10000038147,"fast","1"
"5de32329b5bed7350391666c",14,8,431.699999809265,"slow","2"
"5de32329b5bed7350391666c",15,8,461,"fast","3"
"5de32329b5bed7350391666c",16,7,411.400000095367,"fast","3"
"5de32329b5bed7350391666c",17,5,410.400000095367,"fast","1"
"5de32329b5bed7350391666c",18,9,393.099999904633,"fast","3"
"5de32329b5bed7350391666c",19,6,560.099999904633,"fast","3"
"5de32329b5bed7350391666c",20,6,422.099999904633,"slow","1"
"5de32329b5bed7350391666c",21,7,417.700000286102,"fast","1"
"5de32329b5bed7350391666c",22,7,520.900000095367,"slow","2"
"5de32329b5bed7350391666c",23,4,430.900000095367,"slow","1"
"5de32329b5bed7350391666c",24,9,354,"slow","3"
"5de7ccc24b7cf973d7b05bfb",1,6,463.699999999953,"slow","1"
"5de7ccc24b7cf973d7b05bfb",2,7,349.700000000186,"fast","3"
"5de7ccc24b7cf973d7b05bfb",3,5,364.699999999953,"slow","1"
"5de7ccc24b7cf973d7b05bfb",4,6,347.5,"slow","2"
"5de7ccc24b7cf973d7b05bfb",5,5,293.59999999986,"fast","2"
"5de7ccc24b7cf973d7b05bfb",6,6,344.199999999721,"fast","3"
"5de7ccc24b7cf973d7b05bfb",7,4,327.09999999986,"fast","1"
"5de7ccc24b7cf973d7b05bfb",8,7,321.09999999986,"slow","1"
"5de7ccc24b7cf973d7b05bfb",10,8,341.200000000652,"fast","2"
"5de7ccc24b7cf973d7b05bfb",11,9,334.700000000186,"slow","3"
"5de7ccc24b7cf973d7b05bfb",12,5,361.700000000186,"fast","1"
"5de7ccc24b7cf973d7b05bfb",13,8,361.5,"slow","2"
"5de7ccc24b7cf973d7b05bfb",14,8,327.699999999721,"slow","3"
"5de7ccc24b7cf973d7b05bfb",15,7,291.900000000373,"fast","2"
"5de7ccc24b7cf973d7b05bfb",16,6,345.5,"fast","1"
"5de7ccc24b7cf973d7b05bfb",17,6,385.399999999907,"fast","2"
"5de7ccc24b7cf973d7b05bfb",18,6,326.799999999814,"slow","3"
"5de7ccc24b7cf973d7b05bfb",19,7,322.100000000093,"fast","1"
"5de7ccc24b7cf973d7b05bfb",20,8,302.5,"fast","3"
"5de7ccc24b7cf973d7b05bfb",22,5,361.399999999907,"slow","2"
"5de7ccc24b7cf973d7b05bfb",23,4,390.899999999907,"slow","1"
"5de7ccc24b7cf973d7b05bfb",24,7,363.299999999814,"slow","3"
"5de9ca36a484410fdd8a928b",1,5,374,"slow","1"
"5de9ca36a484410fdd8a928b",2,8,384,"fast","2"
"5de9ca36a484410fdd8a928b",3,6,357,"slow","1"
"5de9ca36a484410fdd8a928b",4,7,395,"fast","3"
"5de9ca36a484410fdd8a928b",5,4,428,"fast","1"
"5de9ca36a484410fdd8a928b",6,9,449,"slow","3"
"5de9ca36a484410fdd8a928b",7,6,431,"fast","2"
"5de9ca36a484410fdd8a928b",8,6,448,"slow","2"
"5de9ca36a484410fdd8a928b",9,5,448,"fast","2"
"5de9ca36a484410fdd8a928b",10,6,338,"fast","3"
"5de9ca36a484410fdd8a928b",11,4,398,"slow","1"
"5de9ca36a484410fdd8a928b",12,7,327,"slow","3"
"5de9ca36a484410fdd8a928b",13,8,379,"fast","3"
"5de9ca36a484410fdd8a928b",15,6,374,"fast","1"
"5de9ca36a484410fdd8a928b",16,8,403,"slow","2"
"5de9ca36a484410fdd8a928b",17,6,374,"slow","3"
"5de9ca36a484410fdd8a928b",18,7,410,"slow","2"
"5de9ca36a484410fdd8a928b",19,7,507,"fast","1"
"5de9ca36a484410fdd8a928b",20,5,413,"fast","1"
"5de9ca36a484410fdd8a928b",21,7,358,"slow","1"
"5de9ca36a484410fdd8a928b",22,5,438,"slow","2"
"5de9ca36a484410fdd8a928b",23,7,336,"fast","2"
"5de9ca36a484410fdd8a928b",24,8,350,"slow","3"
"5dee72917309b950e5262f3a",1,6,378.400000035763,"slow","1"
"5dee72917309b950e5262f3a",2,6,408,"fast","2"
"5dee72917309b950e5262f3a",3,7,423.599999964237,"fast","2"
"5dee72917309b950e5262f3a",4,6,385.399999976158,"slow","2"
"5dee72917309b950e5262f3a",5,6,116.900000035763,"slow","3"
"5dee72917309b950e5262f3a",6,8,370,"slow","2"
"5dee72917309b950e5262f3a",7,9,363.900000035763,"fast","3"
"5dee72917309b950e5262f3a",8,8,387.400000035763,"fast","3"
"5dee72917309b950e5262f3a",9,5,360.700000047684,"slow","1"
"5dee72917309b950e5262f3a",10,4,361.200000047684,"slow","1"
"5dee72917309b950e5262f3a",11,5,466.199999988079,"fast","2"
"5dee72917309b950e5262f3a",12,6,421.600000023842,"fast","3"
"5dee72917309b950e5262f3a",13,7,352.300000011921,"slow","1"
"5dee72917309b950e5262f3a",14,5,392.200000047684,"slow","2"
"5dee72917309b950e5262f3a",15,8,25.4000000357628,"slow","3"
"5dee72917309b950e5262f3a",16,7,480.400000035763,"slow","2"
"5dee72917309b950e5262f3a",17,7,363.199999988079,"fast","3"
"5dee72917309b950e5262f3a",18,7,75,"slow","3"
"5dee72917309b950e5262f3a",19,4,399.899999976158,"fast","1"
"5dee72917309b950e5262f3a",20,5,409.100000023842,"fast","1"
"5dee72917309b950e5262f3a",21,8,362.299999952316,"fast","2"
"5dee72917309b950e5262f3a",22,6,435.399999976158,"fast","1"
"5dee72917309b950e5262f3a",23,7,406.899999916553,"fast","1"
"5dee72917309b950e5262f3a",24,9,53.2000000476837,"slow","3"
"5e0f443e8205266652153f5e",1,7,383.800000011921,"slow","1"
"5e0f443e8205266652153f5e",2,6,369.400000035763,"fast","3"
"5e0f443e8205266652153f5e",4,8,297.999999940395,"slow","2"
"5e0f443e8205266652153f5e",5,8,361.300000011921,"fast","3"
"5e0f443e8205266652153f5e",7,7,320.100000023842,"slow","2"
"5e0f443e8205266652153f5e",8,6,369.899999976158,"slow","3"
"5e0f443e8205266652153f5e",9,9,347.799999952316,"slow","3"
"5e0f443e8205266652153f5e",10,5,267.099999964237,"slow","1"
"5e0f443e8205266652153f5e",11,7,314.199999928474,"fast","2"
"5e0f443e8205266652153f5e",13,8,325,"fast","2"
"5e0f443e8205266652153f5e",14,6,349.399999976158,"slow","1"
"5e0f443e8205266652153f5e",16,7,341.599999964237,"fast","1"
"5e0f443e8205266652153f5e",17,6,365.800000071526,"fast","2"
"5e0f443e8205266652153f5e",18,6,337.899999976158,"fast","1"
"5e0f443e8205266652153f5e",19,4,467.600000023842,"slow","1"
"5e0f443e8205266652153f5e",20,5,374.099999964237,"fast","2"
"5e0f443e8205266652153f5e",21,8,296.800000011921,"slow","3"
"5e0f443e8205266652153f5e",23,5,399.199999988079,"fast","1"
"5e0f443e8205266652153f5e",24,4,350.800000011921,"fast","1"
"5e445469951000017c34358e",1,8,359.29999999702,"slow","2"
"5e445469951000017c34358e",2,6,385.10000000149,"fast","1"
"5e445469951000017c34358e",3,6,40.5000000037253,"slow","2"
"5e445469951000017c34358e",4,6,391.500000003725,"fast","2"
"5e445469951000017c34358e",5,7,376,"fast","1"
"5e445469951000017c34358e",6,4,429.400000002235,"slow","1"
"5e445469951000017c34358e",7,7,399.89999999851,"fast","2"
"5e445469951000017c34358e",8,7,339.89999999851,"fast","3"
"5e445469951000017c34358e",9,5,428.5,"fast","1"
"5e445469951000017c34358e",10,8,344.20000000298,"fast","3"
"5e445469951000017c34358e",11,7,391.5,"slow","3"
"5e445469951000017c34358e",12,8,402.800000000745,"slow","3"
"5e445469951000017c34358e",13,7,32.7000000029802,"slow","2"
"5e445469951000017c34358e",14,6,373.300000000745,"slow","3"
"5e445469951000017c34358e",15,8,224,"fast","2"
"5e445469951000017c34358e",16,7,387.20000000298,"slow","1"
"5e445469951000017c34358e",17,6,371.70000000298,"slow","1"
"5e445469951000017c34358e",18,6,367.39999999851,"fast","3"
"5e445469951000017c34358e",19,9,364.29999999702,"slow","3"
"5e445469951000017c34358e",20,5,408.699999999255,"fast","2"
"5e445469951000017c34358e",21,5,321.60000000149,"slow","2"
