"participant","TD_trial_number","TD_target_position","TD_rt","attention_state","TD_within_triplet_counter"
"5f5e32a0d6a12c6857b8e127",23,5,541.09999999404,"fast","2"
"5f5e32a0d6a12c6857b8e127",24,9,413.5,"slow","3"
"5f5e401d77501a6b82743d56",1,9,498,"slow","3"
"5f5e401d77501a6b82743d56",2,7,407,"fast","1"
"5f5e401d77501a6b82743d56",3,7,391,"fast","3"
"5f5e401d77501a6b82743d56",4,6,401,"slow","3"
"5f5e401d77501a6b82743d56",6,6,404,"slow","2"
"5f5e401d77501a6b82743d56",7,6,390,"slow","1"
"5f5e401d77501a6b82743d56",8,7,353,"slow","3"
"5f5e401d77501a6b82743d56",9,7,332,"slow","2"
"5f5e401d77501a6b82743d56",10,8,379,"slow","3"
"5f5e401d77501a6b82743d56",11,8,506,"fast","2"
"5f5e401d77501a6b82743d56",12,4,450,"slow","1"
"5f5e401d77501a6b82743d56",13,7,440,"slow","1"
"5f5e401d77501a6b82743d56",14,7,443,"fast","2"
"5f5e401d77501a6b82743d56",15,8,465,"slow","2"
"5f5e401d77501a6b82743d56",16,6,426,"fast","2"
"5f5e401d77501a6b82743d56",17,5,410,"slow","2"
"5f5e401d77501a6b82743d56",18,6,394,"fast","1"
"5f5e401d77501a6b82743d56",19,5,584,"fast","2"
"5f5e401d77501a6b82743d56",20,9,344,"fast","3"
"5f5e401d77501a6b82743d56",21,5,523,"slow","1"
"5f5e401d77501a6b82743d56",22,4,458,"fast","1"
"5f5e401d77501a6b82743d56",23,6,408,"fast","3"
"5f5e401d77501a6b82743d56",24,8,400,"fast","3"
"5f6cdde7a8d71310b06e402a",1,8,450.199999928474,"fast","2"
"5f6cdde7a8d71310b06e402a",2,6,545.100000023842,"slow","3"
"5f6cdde7a8d71310b06e402a",3,8,444.500000119209,"fast","3"
"5f6cdde7a8d71310b06e402a",4,8,459.100000023842,"slow","2"
"5f6cdde7a8d71310b06e402a",5,7,440.200000047684,"fast","1"
"5f6cdde7a8d71310b06e402a",6,6,420.300000071526,"fast","1"
"5f6cdde7a8d71310b06e402a",7,8,413.400000095367,"slow","3"
"5f6cdde7a8d71310b06e402a",8,7,588.999999880791,"slow","3"
"5f6cdde7a8d71310b06e402a",9,6,403.699999928474,"fast","3"
"5f6cdde7a8d71310b06e402a",10,4,531.400000095367,"fast","1"
"5f6cdde7a8d71310b06e402a",11,4,414.300000071526,"slow","1"
"5f6cdde7a8d71310b06e402a",12,7,444.599999904633,"fast","2"
"5f6cdde7a8d71310b06e402a",13,7,454.800000071526,"slow","1"
"5f6cdde7a8d71310b06e402a",14,6,454.299999952316,"fast","2"
"5f6cdde7a8d71310b06e402a",15,9,475.600000023842,"slow","3"
"5f6cdde7a8d71310b06e402a",17,7,506.399999976158,"fast","3"
"5f6cdde7a8d71310b06e402a",18,6,534.800000071526,"slow","2"
"5f6cdde7a8d71310b06e402a",19,5,567.100000023842,"slow","2"
"5f6cdde7a8d71310b06e402a",20,9,472.199999928474,"fast","3"
"5f6cdde7a8d71310b06e402a",21,6,519.299999952316,"slow","1"
"5f6cdde7a8d71310b06e402a",22,5,432.599999904633,"fast","2"
"5f6cdde7a8d71310b06e402a",23,5,461.100000023842,"fast","1"
"5f6cdde7a8d71310b06e402a",24,5,476.5,"slow","1"
"5f710cf8423f15749e53499b",1,7,346.400000095367,"slow","2"
"5f710cf8423f15749e53499b",2,4,392.299999952316,"slow","1"
"5f710cf8423f15749e53499b",3,8,346.799999952316,"slow","2"
"5f710cf8423f15749e53499b",4,6,314.599999904633,"fast","3"
"5f710cf8423f15749e53499b",5,5,320.300000190735,"slow","2"
"5f710cf8423f15749e53499b",6,6,394.799999952316,"fast","1"
"5f710cf8423f15749e53499b",8,5,462.5,"slow","1"
"5f710cf8423f15749e53499b",9,6,342.599999904633,"slow","2"
"5f710cf8423f15749e53499b",10,7,334.5,"fast","3"
"5f710cf8423f15749e53499b",12,7,443.899999856949,"fast","2"
"5f710cf8423f15749e53499b",13,7,349.499999761581,"slow","3"
"5f710cf8423f15749e53499b",14,8,377.299999713898,"fast","3"
"5f710cf8423f15749e53499b",15,9,328.200000047684,"slow","3"
"5f710cf8423f15749e53499b",16,5,399.600000143051,"fast","2"
"5f710cf8423f15749e53499b",17,8,589.700000047684,"fast","2"
"5f710cf8423f15749e53499b",18,4,446.700000047684,"fast","1"
"5f710cf8423f15749e53499b",19,7,388,"slow","1"
"5f710cf8423f15749e53499b",20,6,376.299999952316,"fast","2"
"5f710cf8423f15749e53499b",21,6,324.899999856949,"slow","3"
"5f710cf8423f15749e53499b",22,7,335.799999952316,"fast","1"
"5f710cf8423f15749e53499b",23,8,366.200000047684,"slow","3"
"5f710cf8423f15749e53499b",24,6,376.5,"slow","1"
"5f74fd83ed11b81620baf105",1,7,105.299999952316,"slow","2"
"5f74fd83ed11b81620baf105",2,5,490,"slow","2"
"5f74fd83ed11b81620baf105",3,7,63.3999999761581,"fast","1"
"5f74fd83ed11b81620baf105",4,5,399.200000047684,"fast","1"
"5f74fd83ed11b81620baf105",5,6,408,"fast","3"
"5f74fd83ed11b81620baf105",6,6,403.200000047684,"fast","1"
"5f74fd83ed11b81620baf105",7,6,424.800000071526,"slow","1"
"5f74fd83ed11b81620baf105",8,6,359.399999976158,"fast","2"
"5f74fd83ed11b81620baf105",9,6,378.899999976158,"slow","3"
"5f74fd83ed11b81620baf105",10,7,321.5,"fast","2"
"5f74fd83ed11b81620baf105",11,8,69.7999999523163,"slow","2"
"5f74fd83ed11b81620baf105",12,7,374.699999928474,"slow","3"
"5f74fd83ed11b81620baf105",13,8,384.699999928474,"fast","2"
"5f74fd83ed11b81620baf105",14,4,524.199999928474,"slow","1"
"5f74fd83ed11b81620baf105",15,8,321.899999976158,"slow","3"
"5f74fd83ed11b81620baf105",16,5,480.399999976158,"slow","1"
"5f74fd83ed11b81620baf105",18,4,559.399999976158,"fast","1"
"5f74fd83ed11b81620baf105",19,9,379.799999952316,"fast","3"
"5f74fd83ed11b81620baf105",20,6,445.200000047684,"slow","2"
"5f74fd83ed11b81620baf105",22,8,396,"fast","3"
"5f74fd83ed11b81620baf105",23,7,424.100000023842,"slow","1"
"5f74fd83ed11b81620baf105",24,5,429.200000047684,"fast","2"
"5f8461c7c4a37809c686303d",1,5,425.199999809265,"fast","1"
"5f8461c7c4a37809c686303d",2,9,336.999999761581,"slow","3"
"5f8461c7c4a37809c686303d",3,7,457.800000190735,"slow","3"
"5f8461c7c4a37809c686303d",4,4,457.200000047684,"fast","1"
"5f8461c7c4a37809c686303d",5,8,356.100000143051,"fast","3"
"5f8461c7c4a37809c686303d",6,6,367.199999809265,"fast","1"
"5f8461c7c4a37809c686303d",7,7,368.099999904633,"fast","1"
"5f8461c7c4a37809c686303d",8,5,408.000000238419,"slow","1"
"5f8461c7c4a37809c686303d",9,6,428.099999904633,"fast","3"
"5f8461c7c4a37809c686303d",10,6,355.099999904633,"slow","2"
"5f8461c7c4a37809c686303d",11,7,407.799999952316,"slow","1"
"5f8461c7c4a37809c686303d",12,8,307.899999856949,"slow","3"
"5f8461c7c4a37809c686303d",13,6,415.299999952316,"slow","3"
"5f8461c7c4a37809c686303d",14,7,406.900000095367,"slow","2"
"5f8461c7c4a37809c686303d",15,5,396.000000238419,"fast","2"
"5f8461c7c4a37809c686303d",16,8,335.500000238419,"fast","2"
"5f8461c7c4a37809c686303d",17,9,326.299999952316,"fast","3"
"5f8461c7c4a37809c686303d",18,8,376.299999952316,"slow","2"
"5f8461c7c4a37809c686303d",19,7,406.900000095367,"fast","2"
"5f8461c7c4a37809c686303d",20,6,364.899999856949,"fast","2"
"5f8461c7c4a37809c686303d",21,5,386.5,"slow","2"
"5f8461c7c4a37809c686303d",22,7,406.700000047684,"fast","3"
"5f8461c7c4a37809c686303d",23,6,385.200000047684,"slow","1"
"5f8461c7c4a37809c686303d",24,4,466.500000238419,"slow","1"
"5f9b15889c51902ece84d3e7",1,8,360.399999976158,"fast","2"
"5f9b15889c51902ece84d3e7",2,7,374.799999952316,"fast","3"
"5f9b15889c51902ece84d3e7",3,5,561.799999952316,"fast","1"
"5f9b15889c51902ece84d3e7",4,6,394.399999976158,"fast","3"
"5f9b15889c51902ece84d3e7",5,4,406.200000047684,"slow","1"
"5f9b15889c51902ece84d3e7",7,7,365.399999976158,"slow","1"
"5f9b15889c51902ece84d3e7",8,7,382.199999928474,"fast","2"
"5f9b15889c51902ece84d3e7",9,9,341.600000023842,"slow","3"
"5f9b15889c51902ece84d3e7",10,8,372.700000047684,"slow","3"
"5f9b15889c51902ece84d3e7",12,8,325.899999976158,"fast","3"
"5f9b15889c51902ece84d3e7",13,8,371.900000095367,"slow","2"
"5f9b15889c51902ece84d3e7",14,6,372.399999976158,"slow","3"
"5f9b15889c51902ece84d3e7",15,4,424,"fast","1"
"5f9b15889c51902ece84d3e7",16,6,362.299999952316,"slow","2"
"5f9b15889c51902ece84d3e7",17,5,603.799999952316,"slow","2"
"5f9b15889c51902ece84d3e7",18,7,453.799999952316,"slow","3"
"5f9b15889c51902ece84d3e7",19,6,438.100000143051,"slow","1"
"5f9b15889c51902ece84d3e7",20,6,414.399999976158,"fast","1"
"5f9b15889c51902ece84d3e7",22,5,392.100000023842,"fast","2"
"5f9b15889c51902ece84d3e7",23,7,382.899999976158,"fast","1"
"5f9b15889c51902ece84d3e7",24,5,300,"slow","1"
"5fb7398b7e9d5025e52c7e1d",1,9,343.699999809265,"fast","3"
"5fb7398b7e9d5025e52c7e1d",2,7,336.500000476837,"fast","1"
"5fb7398b7e9d5025e52c7e1d",3,6,349.5,"slow","1"
"5fb7398b7e9d5025e52c7e1d",4,5,321,"fast","1"
"5fb7398b7e9d5025e52c7e1d",5,6,391.700000286102,"fast","2"
"5fb7398b7e9d5025e52c7e1d",6,6,293.5,"fast","3"
"5fb7398b7e9d5025e52c7e1d",7,9,373.400000095367,"slow","3"
"5fb7398b7e9d5025e52c7e1d",8,8,338.599999904633,"slow","3"
"5fb7398b7e9d5025e52c7e1d",9,7,356.099999904633,"slow","1"
"5fb7398b7e9d5025e52c7e1d",10,8,326,"fast","3"
"5fb7398b7e9d5025e52c7e1d",11,6,361.099999904633,"slow","3"
"5fb7398b7e9d5025e52c7e1d",12,5,356.5,"slow","2"
"5fb7398b7e9d5025e52c7e1d",13,4,347.799999713898,"fast","1"
"5fb7398b7e9d5025e52c7e1d",14,4,344.599999904633,"slow","1"
"5fb7398b7e9d5025e52c7e1d",15,8,354.10000038147,"slow","2"
"5fb7398b7e9d5025e52c7e1d",16,5,345.499999523163,"slow","1"
"5fb7398b7e9d5025e52c7e1d",17,6,345.999999523163,"fast","1"
"5fb7398b7e9d5025e52c7e1d",18,7,191.300000190735,"fast","2"
"5fb7398b7e9d5025e52c7e1d",19,8,191.60000038147,"fast","2"
"5fb7398b7e9d5025e52c7e1d",20,7,354.800000190735,"slow","2"
"5fb7398b7e9d5025e52c7e1d",22,7,361.099999904633,"slow","3"
"5fb7398b7e9d5025e52c7e1d",23,7,378.599999904633,"fast","3"
"5fb7398b7e9d5025e52c7e1d",24,6,344.400000095367,"slow","2"
"5fb96682a2e58b7e38a6f5d6",1,8,332.600000008941,"slow","3"
"5fb96682a2e58b7e38a6f5d6",2,6,363.300000011921,"slow","2"
"5fb96682a2e58b7e38a6f5d6",3,7,297.899999991059,"slow","1"
"5fb96682a2e58b7e38a6f5d6",4,8,337.5,"fast","3"
"5fb96682a2e58b7e38a6f5d6",5,7,387.20000000298,"slow","2"
"5fb96682a2e58b7e38a6f5d6",6,6,329.09999999404,"fast","2"
"5fb96682a2e58b7e38a6f5d6",7,8,333.800000011921,"fast","2"
"5fb96682a2e58b7e38a6f5d6",8,5,437.40000000596,"fast","2"
"5fb96682a2e58b7e38a6f5d6",9,5,347.500000014901,"slow","1"
"5fb96682a2e58b7e38a6f5d6",10,6,291.40000000596,"fast","3"
"5fb96682a2e58b7e38a6f5d6",11,5,319.499999985099,"slow","2"
"5fb96682a2e58b7e38a6f5d6",12,5,357.499999985099,"fast","1"
"5fb96682a2e58b7e38a6f5d6",13,9,331.20000000298,"slow","3"
"5fb96682a2e58b7e38a6f5d6",14,9,341.5,"fast","3"
"5fb96682a2e58b7e38a6f5d6",15,6,354.300000011921,"fast","1"
"5fb96682a2e58b7e38a6f5d6",16,4,381.500000014901,"slow","1"
"5fb96682a2e58b7e38a6f5d6",17,6,356.600000008941,"slow","1"
"5fb96682a2e58b7e38a6f5d6",18,7,371.600000008941,"fast","1"
"5fb96682a2e58b7e38a6f5d6",19,7,261.600000008941,"fast","2"
"5fb96682a2e58b7e38a6f5d6",20,7,353.09999999404,"fast","3"
"5fb96682a2e58b7e38a6f5d6",21,4,331.299999982119,"fast","1"
"5fb96682a2e58b7e38a6f5d6",22,8,335.20000000298,"slow","2"
"5fb96682a2e58b7e38a6f5d6",23,7,354,"slow","3"
"5fb96682a2e58b7e38a6f5d6",24,6,330.29999999702,"slow","3"
"5fdfb7d6e1442280fc095a66",1,5,389.399999976158,"fast","2"
"5fdfb7d6e1442280fc095a66",2,7,342.599999964237,"fast","3"
"5fdfb7d6e1442280fc095a66",3,4,2.09999996423721,"slow","1"
"5fdfb7d6e1442280fc095a66",4,8,351.000000059605,"slow","3"
"5fdfb7d6e1442280fc095a66",5,9,289.199999988079,"slow","3"
"5fdfb7d6e1442280fc095a66",8,6,355.999999940395,"fast","1"
"5fdfb7d6e1442280fc095a66",9,6,368.400000035763,"slow","3"
"5fdfb7d6e1442280fc095a66",10,8,297.699999988079,"slow","2"
"5fdfb7d6e1442280fc095a66",11,9,270.699999988079,"fast","3"
"5fdfb7d6e1442280fc095a66",12,6,348.5,"fast","2"
"5fdfb7d6e1442280fc095a66",13,7,312.699999928474,"slow","2"
"5fdfb7d6e1442280fc095a66",14,8,336.799999952316,"fast","2"
"5fdfb7d6e1442280fc095a66",15,7,338.400000035763,"slow","1"
"5fdfb7d6e1442280fc095a66",16,6,355.100000023842,"fast","3"
"5fdfb7d6e1442280fc095a66",17,7,308.5,"fast","2"
"5fdfb7d6e1442280fc095a66",18,4,366.900000035763,"fast","1"
"5fdfb7d6e1442280fc095a66",19,5,365,"slow","1"
"5fdfb7d6e1442280fc095a66",20,8,299.899999976158,"fast","3"
"5fdfb7d6e1442280fc095a66",22,5,393.5,"fast","1"
"5fdfb7d6e1442280fc095a66",23,6,406.700000047684,"slow","2"
"5fdfb7d6e1442280fc095a66",24,6,338.5,"slow","1"
"5fed6c9c0d786daf31f29f3d",1,4,502.600000000006,"fast","1"
"5fed6c9c0d786daf31f29f3d",2,6,402.500000000029,"slow","1"
"5fed6c9c0d786daf31f29f3d",3,7,271.199999999983,"slow","2"
"5fed6c9c0d786daf31f29f3d",4,5,477.299999999988,"slow","1"
"5fed6c9c0d786daf31f29f3d",5,7,527.000000000029,"fast","1"
"5fed6c9c0d786daf31f29f3d",6,7,713.000000000029,"fast","2"
"5fed6c9c0d786daf31f29f3d",7,6,420.299999999988,"slow","3"
"5fed6c9c0d786daf31f29f3d",8,6,341.900000000023,"fast","3"
"5fed6c9c0d786daf31f29f3d",9,5,548.300000000047,"slow","2"
"5fed6c9c0d786daf31f29f3d",10,4,481.100000000035,"slow","1"
"5fed6c9c0d786daf31f29f3d",12,8,666.70000000007,"slow","3"
"5fed6c9c0d786daf31f29f3d",13,6,504,"fast","2"
"5fed6c9c0d786daf31f29f3d",14,7,408.5,"slow","3"
"5fed6c9c0d786daf31f29f3d",15,5,478.5,"fast","2"
"5fed6c9c0d786daf31f29f3d",17,9,358.200000000012,"slow","3"
"5fed6c9c0d786daf31f29f3d",18,7,589.099999999977,"slow","1"
"5fed6c9c0d786daf31f29f3d",20,8,337.499999999942,"slow","2"
"5fed6c9c0d786daf31f29f3d",21,6,405.399999999965,"slow","2"
"5fed6c9c0d786daf31f29f3d",23,9,368.599999999977,"fast","3"
"5fed6c9c0d786daf31f29f3d",24,8,309.299999999988,"fast","3"
"5ff2240a2f567121402762e6",1,5,473.900000000023,"fast","2"
"5ff2240a2f567121402762e6",2,4,674.099999999977,"slow","1"
"5ff2240a2f567121402762e6",3,7,431.600000000035,"fast","3"
"5ff2240a2f567121402762e6",4,6,501.600000000035,"fast","1"
"5ff2240a2f567121402762e6",5,6,438.000000000058,"slow","2"
"5ff2240a2f567121402762e6",6,5,420.299999999988,"fast","1"
"5ff2240a2f567121402762e6",7,6,399,"fast","3"
"5ff2240a2f567121402762e6",8,8,417.299999999988,"slow","3"
"5ff2240a2f567121402762e6",9,9,396.5,"slow","3"
"5ff2240a2f567121402762e6",10,7,529.100000000035,"fast","1"
"5ff2240a2f567121402762e6",11,7,396.200000000012,"slow","3"
"5ff2240a2f567121402762e6",12,6,435.700000000012,"slow","1"
"5ff2240a2f567121402762e6",13,8,461.600000000035,"fast","3"
"5ff2240a2f567121402762e6",14,5,429.899999999965,"slow","1"
"5ff2240a2f567121402762e6",15,9,444.299999999988,"fast","3"
"5ff2240a2f567121402762e6",16,8,445.099999999977,"slow","2"
"5ff2240a2f567121402762e6",17,7,431.700000000012,"slow","2"
"5ff2240a2f567121402762e6",18,7,451.799999999988,"slow","1"
"5ff2240a2f567121402762e6",19,8,450.999999999942,"fast","2"
"5ff2240a2f567121402762e6",20,6,468.599999999977,"fast","2"
"5ff2240a2f567121402762e6",21,7,431.199999999953,"fast","2"
"5ff2240a2f567121402762e6",23,6,373.79999999993,"slow","3"
"5ff2240a2f567121402762e6",24,5,485,"slow","2"
"5ffc97615991d411f8ceff96",1,5,406.699999809265,"slow","2"
"5ffc97615991d411f8ceff96",2,7,377,"fast","1"
"5ffc97615991d411f8ceff96",3,6,395.999999761581,"fast","3"
"5ffc97615991d411f8ceff96",4,6,396.199999809265,"slow","2"
"5ffc97615991d411f8ceff96",5,6,414.300000190735,"fast","2"
"5ffc97615991d411f8ceff96",6,9,388.5,"fast","3"
"5ffc97615991d411f8ceff96",7,7,363.899999856949,"fast","2"
"5ffc97615991d411f8ceff96",8,4,418.700000047684,"fast","1"
"5ffc97615991d411f8ceff96",9,6,400.300000190735,"fast","1"
"5ffc97615991d411f8ceff96",10,5,361.700000286102,"slow","1"
"5ffc97615991d411f8ceff96",11,8,457.699999809265,"slow","2"
"5ffc97615991d411f8ceff96",12,7,387.699999809265,"slow","2"
"5ffc97615991d411f8ceff96",13,5,442.199999809265,"fast","1"
"5ffc97615991d411f8ceff96",14,8,388.299999952316,"slow","3"
"5ffc97615991d411f8ceff96",15,4,581.900000095367,"slow","1"
"5ffc97615991d411f8ceff96",17,7,475.900000095367,"slow","3"
"5ffc97615991d411f8ceff96",18,8,337,"fast","2"
"5ffc97615991d411f8ceff96",20,7,396.800000190735,"slow","1"
"5ffc97615991d411f8ceff96",21,8,401.900000095367,"fast","3"
"5ffc97615991d411f8ceff96",22,5,474.100000143051,"fast","2"
"5ffc97615991d411f8ceff96",23,6,405.199999809265,"slow","1"
"5ffc97615991d411f8ceff96",24,6,413.5,"slow","3"
"6013fbdabd6b560a4ea0e470",1,5,367.59999999404,"slow","1"
"6013fbdabd6b560a4ea0e470",2,5,434.699999988079,"slow","2"
"6013fbdabd6b560a4ea0e470",3,4,455.300000011921,"slow","1"
"6013fbdabd6b560a4ea0e470",4,7,408.499999970198,"slow","1"
"6013fbdabd6b560a4ea0e470",5,7,460.59999999404,"fast","1"
"6013fbdabd6b560a4ea0e470",6,7,338.59999999404,"fast","3"
"6013fbdabd6b560a4ea0e470",8,7,355.000000029802,"slow","2"
"6013fbdabd6b560a4ea0e470",9,7,422.699999988079,"fast","2"
"6013fbdabd6b560a4ea0e470",10,6,423.200000017881,"fast","2"
"6013fbdabd6b560a4ea0e470",11,7,377.59999999404,"slow","3"
"6013fbdabd6b560a4ea0e470",12,9,379.199999958277,"fast","3"
"6013fbdabd6b560a4ea0e470",13,5,445.600000023842,"fast","1"
"6013fbdabd6b560a4ea0e470",14,6,380.200000017881,"slow","3"
"6013fbdabd6b560a4ea0e470",15,8,393.399999976158,"slow","3"
"6013fbdabd6b560a4ea0e470",16,9,367.800000011921,"slow","3"
"6013fbdabd6b560a4ea0e470",17,8,339.600000023842,"fast","3"
"6013fbdabd6b560a4ea0e470",18,6,374.899999976158,"slow","1"
"6013fbdabd6b560a4ea0e470",19,8,407.09999999404,"slow","2"
"6013fbdabd6b560a4ea0e470",20,6,446.600000023842,"slow","2"
"6013fbdabd6b560a4ea0e470",21,6,412.300000041723,"fast","3"
"6013fbdabd6b560a4ea0e470",22,5,409.199999988079,"fast","2"
"6013fbdabd6b560a4ea0e470",23,6,380,"fast","1"
"6013fbdabd6b560a4ea0e470",24,8,406.399999976158,"fast","2"
"601606098a88c4772f7db43c",1,6,389.09999999404,"slow","3"
"601606098a88c4772f7db43c",2,7,398.20000000298,"fast","1"
"601606098a88c4772f7db43c",3,9,374.60000000149,"slow","3"
"601606098a88c4772f7db43c",4,7,366.29999999702,"slow","2"
"601606098a88c4772f7db43c",5,6,400,"slow","2"
"601606098a88c4772f7db43c",6,5,482.60000000149,"slow","1"
"601606098a88c4772f7db43c",7,4,400.70000000298,"slow","1"
"601606098a88c4772f7db43c",8,8,438.30000000447,"fast","3"
"601606098a88c4772f7db43c",9,7,461.20000000298,"fast","3"
"601606098a88c4772f7db43c",10,6,370.89999999851,"fast","3"
"601606098a88c4772f7db43c",11,7,331.999999992549,"slow","3"
"601606098a88c4772f7db43c",12,5,401.09999999404,"fast","2"
"601606098a88c4772f7db43c",13,7,329.20000000298,"slow","1"
"601606098a88c4772f7db43c",14,8,367.59999999404,"slow","3"
"601606098a88c4772f7db43c",15,4,390.80000000447,"fast","1"
"601606098a88c4772f7db43c",16,8,464.39999999851,"slow","2"
"601606098a88c4772f7db43c",17,5,426.30000000447,"fast","1"
"601606098a88c4772f7db43c",18,6,394.89999999851,"fast","1"
"601606098a88c4772f7db43c",19,9,374.29999999702,"fast","3"
"601606098a88c4772f7db43c",20,6,323,"fast","2"
"601606098a88c4772f7db43c",21,6,411.90000000596,"slow","1"
"601606098a88c4772f7db43c",22,7,516.5,"fast","2"
"601606098a88c4772f7db43c",23,5,460.100000008941,"slow","2"
"601606098a88c4772f7db43c",24,8,384.79999999702,"fast","2"
"602454a47d0d7d121a1e444b",1,8,339.699999999255,"slow","3"
"602454a47d0d7d121a1e444b",2,5,443,"fast","1"
"602454a47d0d7d121a1e444b",3,4,314,"slow","1"
"602454a47d0d7d121a1e444b",4,7,417.699999999255,"fast","1"
"602454a47d0d7d121a1e444b",5,9,369.500000003725,"fast","3"
"602454a47d0d7d121a1e444b",6,7,354.900000002235,"slow","1"
"602454a47d0d7d121a1e444b",7,6,425.29999999702,"slow","3"
"602454a47d0d7d121a1e444b",8,6,324.800000000745,"fast","1"
"602454a47d0d7d121a1e444b",9,7,347.099999997765,"slow","3"
"602454a47d0d7d121a1e444b",10,6,423.199999999255,"fast","3"
"602454a47d0d7d121a1e444b",11,8,312.699999999255,"slow","2"
"602454a47d0d7d121a1e444b",12,5,504.500000003725,"slow","1"
"602454a47d0d7d121a1e444b",13,8,383.900000002235,"fast","3"
"602454a47d0d7d121a1e444b",14,5,430.5,"slow","2"
"602454a47d0d7d121a1e444b",15,5,379.39999999851,"fast","2"
"602454a47d0d7d121a1e444b",16,7,310.29999999702,"slow","2"
"602454a47d0d7d121a1e444b",17,4,394.800000000745,"fast","1"
"602454a47d0d7d121a1e444b",18,6,425.20000000298,"fast","2"
"602454a47d0d7d121a1e444b",19,6,361.599999997765,"slow","2"
"602454a47d0d7d121a1e444b",20,7,345.60000000149,"fast","2"
"602454a47d0d7d121a1e444b",21,6,353.20000000298,"slow","1"
"602454a47d0d7d121a1e444b",22,8,527.10000000149,"fast","2"
"602454a47d0d7d121a1e444b",23,9,331.60000000149,"slow","3"
"602454a47d0d7d121a1e444b",24,7,427.800000000745,"fast","3"
"60284ba64dc0f46ed3e37bb6",1,6,396.39999961853,"slow","2"
"60284ba64dc0f46ed3e37bb6",2,5,398.099999904633,"fast","2"
"60284ba64dc0f46ed3e37bb6",3,4,327.199999809265,"fast","1"
"60284ba64dc0f46ed3e37bb6",6,7,410.799999713898,"slow","3"
"60284ba64dc0f46ed3e37bb6",7,7,380.000000476837,"fast","3"
"60284ba64dc0f46ed3e37bb6",8,9,286.599999427795,"slow","3"
"60284ba64dc0f46ed3e37bb6",9,8,366.400000095367,"slow","3"
"60284ba64dc0f46ed3e37bb6",10,8,325.299999713898,"fast","2"
"60284ba64dc0f46ed3e37bb6",11,6,325.10000038147,"slow","1"
"60284ba64dc0f46ed3e37bb6",12,7,386.700000286102,"slow","2"
"60284ba64dc0f46ed3e37bb6",14,5,399.500000476837,"slow","2"
"60284ba64dc0f46ed3e37bb6",15,6,359,"fast","2"
"60284ba64dc0f46ed3e37bb6",16,7,353.099999904633,"fast","2"
"60284ba64dc0f46ed3e37bb6",17,6,328.10000038147,"slow","3"
"60284ba64dc0f46ed3e37bb6",18,8,473.599999904633,"slow","2"
"60284ba64dc0f46ed3e37bb6",19,5,321.400000095367,"slow","1"
"60284ba64dc0f46ed3e37bb6",20,7,327.900000095367,"fast","1"
"60284ba64dc0f46ed3e37bb6",21,6,299.599999904633,"fast","3"
"60284ba64dc0f46ed3e37bb6",22,4,378.39999961853,"slow","1"
"60284ba64dc0f46ed3e37bb6",23,6,333.5,"fast","1"
"60284ba64dc0f46ed3e37bb6",24,7,286.599999904633,"slow","1"
"60686ac3349b6eca6e6e598c",1,9,453,"fast","3"
"60686ac3349b6eca6e6e598c",2,6,476.200000047684,"fast","3"
"60686ac3349b6eca6e6e598c",3,6,398.700000047684,"fast","1"
"60686ac3349b6eca6e6e598c",4,8,425.200000047684,"slow","3"
"60686ac3349b6eca6e6e598c",5,4,423.200000286102,"slow","1"
"60686ac3349b6eca6e6e598c",6,6,461.400000095367,"slow","2"
"60686ac3349b6eca6e6e598c",7,7,402.800000190735,"fast","1"
"60686ac3349b6eca6e6e598c",8,7,446.5,"slow","2"
"60686ac3349b6eca6e6e598c",9,6,319.200000047684,"slow","1"
"60686ac3349b6eca6e6e598c",11,8,437.999999761581,"fast","3"
"60686ac3349b6eca6e6e598c",12,5,449.699999809265,"slow","2"
"60686ac3349b6eca6e6e598c",13,7,375,"fast","3"
"60686ac3349b6eca6e6e598c",14,5,427.799999952316,"fast","1"
"60686ac3349b6eca6e6e598c",15,8,383.300000190735,"fast","2"
"60686ac3349b6eca6e6e598c",16,7,373.200000286102,"fast","2"
"60686ac3349b6eca6e6e598c",17,5,402.799999952316,"fast","2"
"60686ac3349b6eca6e6e598c",18,7,405.099999904633,"slow","3"
"60686ac3349b6eca6e6e598c",19,6,391.5,"fast","2"
"60686ac3349b6eca6e6e598c",20,4,429.700000047684,"fast","1"
"60686ac3349b6eca6e6e598c",21,6,431.199999809265,"slow","3"
"60686ac3349b6eca6e6e598c",22,5,386.200000286102,"slow","1"
"60686ac3349b6eca6e6e598c",23,8,381.200000047684,"slow","2"
"6087308a21c5d44f55c3e296",1,6,447.5,"fast","3"
"6087308a21c5d44f55c3e296",2,9,401.599999904633,"slow","3"
"6087308a21c5d44f55c3e296",4,6,414.699999928474,"fast","2"
"6087308a21c5d44f55c3e296",6,4,460.100000143051,"slow","1"
"6087308a21c5d44f55c3e296",7,6,384.399999976158,"fast","1"
"6087308a21c5d44f55c3e296",8,8,419.200000047684,"slow","3"
"6087308a21c5d44f55c3e296",9,7,358.700000166893,"fast","1"
"6087308a21c5d44f55c3e296",10,6,440.199999928474,"slow","1"
"6087308a21c5d44f55c3e296",11,7,396.800000071526,"slow","2"
"6087308a21c5d44f55c3e296",12,6,277.399999976158,"slow","2"
"6087308a21c5d44f55c3e296",13,8,361.099999904633,"slow","2"
"6087308a21c5d44f55c3e296",17,8,455.5,"fast","3"
