within_triplet_counter,attention_state,participant,TD_rt,TD_trial_number,within_stream_position
1,fast,29dfb,411.6999999880791,16.0,5
2,slow,29dfb,443.8000000119209,2.0,5
2,fast,29dfb,428.3000000119209,17.0,6
1,fast,29dfb,444.9000000357628,13.0,4
3,fast,29dfb,433.99999994039536,21.0,8
2,fast,86b55,414.4000000022352,11.0,8
3,slow,86b55,463.0,15.0,6
3,fast,86b55,401.7000000029802,9.0,8
2,slow,86b55,449.3999999985099,23.0,8
1,fast,86b55,403.4999999962747,10.0,7
1,fast,86b55,378.8000000007451,7.0,6
3,slow,86b55,427.8000000007451,21.0,8
3,slow,86b55,451.6999999955297,18.0,7
3,fast,86b55,519.5,3.0,6
1,fast,86b55,404.3000000007451,1.0,4
1,slow,86b55,351.2000000029803,13.0,4
1,slow,86b55,390.0,22.0,7
2,fast,86b55,439.8000000007451,5.0,6
3,slow,86b55,454.1000000014901,24.0,9
2,slow,86b55,415.3000000007451,20.0,7
2,slow,86b55,444.3000000007451,17.0,6
2,slow,86b55,438.7999999970197,14.0,5
3,fast,86b55,352.6999999992549,12.0,9
1,slow,86b55,415.6999999992548,19.0,6
2,fast,86b55,370.5999999977648,2.0,5
1,slow,86b55,499.5,16.0,5
1,fast,7389d,432.5,22.0,7
2,fast,7389d,386.5,20.0,7
1,slow,7389d,376.09999990463257,1.0,4
2,slow,7389d,413.5000001192093,11.0,8
1,slow,7389d,412.80000007152563,7.0,6
2,fast,7389d,410.19999992847437,17.0,6
3,fast,7389d,393.5000001192093,18.0,7
1,fast,7389d,469.1000000238418,19.0,6
1,fast,7389d,479.6000000238418,13.0,4
3,fast,7389d,470.3999999761581,15.0,6
3,slow,7389d,420.7000000476837,3.0,6
2,slow,7389d,374.6000000238418,2.0,5
1,slow,7389d,427.7999999523163,4.0,5
2,slow,7389d,409.5,8.0,7
2,fast,7389d,365.6000000238418,23.0,8
1,slow,7389d,388.80000007152563,10.0,7
2,fast,7389d,425.69999992847437,14.0,5
3,fast,7389d,425.69999992847437,21.0,8
3,slow,7389d,346.40000009536743,6.0,7
2,slow,7389d,462.30000007152563,5.0,6
3,fast,7389d,456.0,24.0,9
3,slow,7389d,352.7999999523163,9.0,8
2,slow,c4cff,380.1999999880791,23.0,8
3,slow,c4cff,374.0000000298023,18.0,7
2,slow,c4cff,401.40000000596046,14.0,5
3,fast,c4cff,379.0,6.0,7
1,fast,c4cff,356.0000000298023,7.0,6
2,fast,c4cff,367.40000000596046,2.0,5
2,slow,c4cff,417.09999999403954,20.0,7
1,fast,c4cff,404.9999999701977,10.0,7
1,fast,c4cff,359.59999999403954,1.0,4
2,fast,c4cff,262.5,8.0,7
2,fast,c4cff,262.5,11.0,8
3,fast,c4cff,298.7000000178814,12.0,9
1,slow,c4cff,414.90000000596046,13.0,4
3,slow,c4cff,238.5,21.0,8
1,fast,c4cff,366.2999999821186,4.0,5
1,slow,c4cff,398.59999999403954,16.0,5
2,slow,64aca,401.1999999880791,17.0,6
1,slow,64aca,442.69999992847437,13.0,4
2,fast,64aca,399.8999999761581,5.0,6
2,slow,64aca,376.8999999761581,14.0,5
1,fast,64aca,484.1000000238418,1.0,4
2,fast,64aca,111.80000001192093,2.0,5
2,slow,64aca,387.0,23.0,8
3,slow,64aca,391.8000000119209,18.0,7
1,slow,64aca,373.7999999523163,16.0,5
3,fast,64aca,391.7999999523163,6.0,7
2,slow,64aca,368.8000000119209,20.0,7
3,slow,64aca,376.8999999761581,15.0,6
2,fast,64aca,75.79999995231628,11.0,8
3,slow,64aca,415.3999999761581,21.0,8
3,fast,64aca,406.5,3.0,6
1,slow,64aca,347.19999998807907,19.0,6
2,fast,64aca,287.59999996423716,8.0,7
1,fast,64aca,476.0,10.0,7
1,slow,64aca,480.7000000476837,22.0,7
3,slow,64aca,344.49999994039536,24.0,9
1,fast,64aca,429.8000000119209,7.0,6
3,fast,64aca,384.0,12.0,9
1,fast,64aca,350.00000005960464,4.0,5
3,fast,5f27c,356.5599999856203,3.0,6
2,slow,5f27c,352.5750001426786,14.0,5
2,slow,5f27c,339.40499974414706,23.0,8
3,fast,5f27c,378.80500010214746,9.0,8
2,slow,5f27c,385.1500002201647,17.0,6
2,slow,5f27c,342.75500010699034,20.0,7
1,slow,5f27c,343.05500006303186,16.0,5
2,fast,5f27c,373.8749998155981,8.0,7
1,slow,5f27c,362.9749999381602,19.0,6
1,fast,5f27c,382.2400001809001,10.0,7
2,fast,5f27c,345.94999998807907,5.0,6
1,slow,5f27c,371.080000186339,13.0,4
3,slow,5f27c,387.69500004127616,21.0,8
1,fast,5f27c,375.5000000819564,4.0,5
1,fast,5f27c,449.32000013068324,1.0,4
2,slow,6e6ee,24.200000002980232,23.0,8
2,slow,6e6ee,371.30000000447035,14.0,5
1,slow,6e6ee,355.6000000014901,16.0,5
2,fast,6e6ee,390.09999999403954,11.0,8
1,slow,6e6ee,355.6000000014901,19.0,6
3,slow,6e6ee,199.39999999850986,18.0,7
1,fast,6e6ee,368.3999999985099,7.0,6
3,fast,6e6ee,222.3999999910593,12.0,9
1,fast,6e6ee,454.8999999985099,10.0,7
1,fast,6e6ee,386.90000000596046,1.0,4
1,slow,6e6ee,377.40000000596046,22.0,7
2,fast,6e6ee,611.1999999955298,5.0,6
2,slow,6e6ee,384.49999999254936,17.0,6
2,slow,6e6ee,12.299999989569187,20.0,7
3,slow,6e6ee,209.39999999850986,21.0,8
1,slow,6e6ee,363.1000000014901,13.0,4
2,fast,6e6ee,377.2000000029802,2.0,5
3,slow,6e6ee,141.10000000149012,24.0,9
3,slow,de05a,369.8999999761581,6.0,7
2,slow,de05a,395.6000000238418,2.0,5
2,fast,de05a,375.3999999761581,23.0,8
1,slow,de05a,347.7999999523163,4.0,5
2,fast,de05a,356.2000000476837,17.0,6
3,slow,de05a,379.6000000238418,3.0,6
3,fast,de05a,290.89999997615814,18.0,7
1,slow,de05a,356.9999998807907,7.0,6
3,slow,de05a,373.8999999761581,9.0,8
1,fast,de05a,352.90000009536743,16.0,5
1,slow,de05a,359.2999999523163,10.0,7
2,slow,de05a,361.3999999761581,5.0,6
1,fast,de05a,295.5,19.0,6
2,fast,de05a,386.80000007152563,14.0,5
2,slow,de05a,350.1000001430512,8.0,7
2,fast,7b5f6,458.00000000023283,5.0,6
2,slow,7b5f6,407.0,23.0,8
3,fast,7b5f6,392.00000000023283,3.0,6
1,slow,7b5f6,376.0,19.0,6
2,fast,7b5f6,366.99999999976717,8.0,7
3,slow,7b5f6,367.00000000023283,15.0,6
1,slow,7b5f6,418.0,13.0,4
3,fast,7b5f6,375.0,12.0,9
2,fast,7b5f6,396.99999999976717,2.0,5
1,fast,7b5f6,383.0,7.0,6
3,slow,7b5f6,348.0,24.0,9
1,slow,7b5f6,414.0,16.0,5
2,slow,7b5f6,361.0,20.0,7
2,fast,7b5f6,398.0,11.0,8
3,fast,7b5f6,362.99999999976717,6.0,7
1,fast,7b5f6,383.0,4.0,5
3,slow,7b5f6,346.0,21.0,8
3,fast,7b5f6,346.0,9.0,8
1,fast,7b5f6,384.0,1.0,4
1,fast,7b5f6,390.00000000023283,10.0,7
1,slow,7b5f6,344.0,22.0,7
3,fast,426b3,414.90000000596046,21.0,8
2,fast,426b3,727.9000000059606,17.0,6
2,slow,426b3,390.59999999403954,8.0,7
2,slow,426b3,347.0,11.0,8
2,fast,426b3,418.7999999970197,23.0,8
1,slow,426b3,471.6999999880791,1.0,4
2,fast,426b3,375.09999999403954,20.0,7
3,fast,426b3,73.39999999105929,15.0,6
2,slow,426b3,408.39999999105936,2.0,5
1,fast,426b3,394.1999999880791,19.0,6
3,slow,426b3,367.3000000119209,12.0,9
1,slow,426b3,627.6000000089407,4.0,5
1,slow,426b3,382.89999999105936,7.0,6
2,slow,426b3,368.4999999850989,5.0,6
3,fast,426b3,357.10000000894064,24.0,9
1,fast,426b3,368.8000000119209,22.0,7
3,fast,426b3,422.60000000894064,18.0,7
1,fast,426b3,397.59999999403954,13.0,4
2,fast,426b3,387.60000000894064,14.0,5
3,slow,426b3,354.7000000029803,3.0,6
2,slow,1cd0f,376.0,20.0,7
1,slow,1cd0f,296.0,22.0,7
2,fast,1cd0f,383.0,11.0,8
2,slow,1cd0f,644.0,14.0,5
3,fast,1cd0f,375.0,9.0,8
3,fast,1cd0f,362.0,12.0,9
2,slow,1cd0f,427.0,17.0,6
1,slow,1cd0f,292.0,13.0,4
2,fast,1cd0f,306.0,2.0,5
2,fast,1cd0f,352.0,5.0,6
2,slow,1cd0f,357.0,23.0,8
1,fast,1cd0f,346.0,10.0,7
1,slow,1cd0f,306.0,16.0,5
3,slow,1cd0f,347.0,18.0,7
3,slow,1cd0f,355.0,15.0,6
1,slow,1cd0f,300.0,19.0,6
2,fast,1cd0f,259.0,8.0,7
2,slow,0a34c,445.0,2.0,5
3,slow,0a34c,410.0,9.0,8
3,fast,0a34c,438.0,15.0,6
3,fast,0a34c,424.0,24.0,9
1,slow,0a34c,411.0,4.0,5
1,fast,0a34c,420.0,19.0,6
1,fast,0a34c,382.0,22.0,7
2,slow,0a34c,396.0,8.0,7
2,slow,0a34c,424.0,5.0,6
2,slow,0a34c,469.0,11.0,8
1,slow,0a34c,435.0,1.0,4
1,fast,0a34c,416.0,13.0,4
2,fast,0a34c,358.0,14.0,5
3,slow,0a34c,363.0,6.0,7
3,fast,0a34c,388.0,21.0,8
1,slow,0a34c,380.0,10.0,7
3,slow,0a34c,508.0,3.0,6
1,fast,0a34c,392.0,16.0,5
2,fast,0a34c,352.0,17.0,6
1,slow,0a34c,381.0,7.0,6
3,slow,aa17e,429.3000000119209,21.0,8
2,slow,aa17e,399.4000000357628,17.0,6
2,slow,aa17e,463.5999999642372,20.0,7
2,fast,aa17e,386.1000000238418,5.0,6
2,fast,aa17e,367.40000000596046,11.0,8
2,fast,aa17e,485.4999999701977,2.0,5
1,slow,aa17e,371.40000000596046,16.0,5
3,fast,aa17e,416.40000000596046,3.0,6
2,slow,aa17e,386.9999999701977,14.0,5
1,fast,aa17e,349.5,4.0,5
3,slow,aa17e,385.9999999701977,24.0,9
1,fast,aa17e,365.6000000238418,7.0,6
1,slow,aa17e,377.2999999821186,13.0,4
1,fast,aa17e,352.2999999821186,10.0,7
1,fast,aa17e,442.3000000119209,1.0,4
2,slow,aa17e,403.5999999642372,23.0,8
3,slow,aa17e,367.4999999701977,18.0,7
3,slow,aa17e,365.5,15.0,6
2,fast,1a1eb,384.00000023841864,14.0,5
1,fast,1a1eb,393.5,22.0,7
3,slow,1a1eb,357.2000000476837,9.0,8
1,slow,1a1eb,356.1000001430512,7.0,6
2,fast,1a1eb,363.7000000476837,23.0,8
3,fast,1a1eb,686.4000000953673,24.0,9
1,fast,1a1eb,443.59999990463257,19.0,6
3,fast,1a1eb,459.59999990463257,21.0,8
3,slow,1a1eb,479.2999997138977,6.0,7
1,fast,1a1eb,456.5,16.0,5
1,slow,1a1eb,423.69999980926514,4.0,5
3,fast,1a1eb,461.00000023841864,15.0,6
1,slow,1a1eb,401.0,10.0,7
2,slow,1a1eb,492.09999990463257,8.0,7
1,fast,1a1eb,501.0,13.0,4
3,slow,1a1eb,485.89999985694885,3.0,6
2,fast,1a1eb,430.4000000953674,17.0,6
2,slow,1a1eb,520.6999998092651,2.0,5
2,slow,1a1eb,549.5000002384187,5.0,6
1,slow,1a1eb,436.0,1.0,4
2,slow,1a1eb,507.39999985694885,11.0,8
2,slow,afb0c,371.8000000119209,11.0,8
2,fast,afb0c,366.5,14.0,5
3,slow,afb0c,363.5999999642372,9.0,8
1,fast,afb0c,367.1000000238418,19.0,6
1,slow,afb0c,394.0,1.0,4
1,fast,afb0c,306.59999996423716,22.0,7
2,slow,afb0c,391.0,8.0,7
2,fast,afb0c,372.6999999880791,23.0,8
3,fast,afb0c,341.80000001192093,21.0,8
1,slow,afb0c,341.89999997615814,10.0,7
2,fast,afb0c,381.0,17.0,6
3,slow,afb0c,373.3999999165535,6.0,7
3,slow,afb0c,369.9000000357628,12.0,9
1,fast,afb0c,363.8999999761581,13.0,4
3,slow,afb0c,384.0999999642372,3.0,6
2,fast,05bfb,369.3000000007451,20.0,7
2,slow,05bfb,410.3999999985099,8.0,7
1,slow,05bfb,424.7999999970197,10.0,7
2,fast,05bfb,369.8999999985099,14.0,5
3,fast,05bfb,417.4999999962747,24.0,9
2,slow,05bfb,373.6000000014901,5.0,6
1,fast,05bfb,369.4000000022352,16.0,5
3,slow,05bfb,365.9000000022352,9.0,8
1,fast,05bfb,372.3999999985099,19.0,6
1,slow,05bfb,349.5,1.0,4
1,fast,05bfb,350.4000000022352,13.0,4
1,slow,05bfb,385.6999999992548,4.0,5
2,slow,05bfb,294.1000000014901,11.0,8
3,slow,05bfb,411.5000000037253,12.0,9
3,slow,05bfb,373.7999999970197,3.0,6
3,slow,05bfb,354.0,6.0,7
1,fast,05bfb,393.8999999985099,22.0,7
2,fast,05bfb,365.5999999977648,17.0,6
1,slow,05bfb,413.7999999970197,7.0,6
3,slow,394a2,311.1000000238418,12.0,9
3,fast,394a2,346.80000001192093,15.0,6
1,slow,394a2,344.0999999642372,7.0,6
2,slow,394a2,281.0999999940396,11.0,8
2,slow,394a2,354.30000001192093,2.0,5
3,fast,394a2,367.0,24.0,9
2,fast,394a2,301.0999999940396,17.0,6
1,slow,394a2,301.5000000298023,10.0,7
1,fast,394a2,355.39999997615814,13.0,4
3,fast,394a2,280.40000000596046,18.0,7
3,slow,394a2,282.0999999940396,6.0,7
3,slow,394a2,368.59999999403954,3.0,6
2,fast,394a2,292.4000000059605,20.0,7
2,fast,394a2,358.90000000596046,23.0,8
1,slow,394a2,372.2000000178814,1.0,4
3,fast,394a2,396.1999999880791,21.0,8
1,fast,394a2,351.30000001192093,22.0,7
3,fast,a4e75,486.0,15.0,6
1,fast,a4e75,150.0,13.0,4
1,fast,a4e75,172.0,16.0,5
3,slow,a4e75,413.0,12.0,9
2,fast,a4e75,482.0,14.0,5
3,slow,a4e75,422.0,6.0,7
3,slow,a4e75,403.0,3.0,6
1,slow,a4e75,419.0,7.0,6
1,slow,a4e75,471.0,1.0,4
1,fast,a4e75,189.0,19.0,6
2,slow,a4e75,450.0,5.0,6
3,fast,a4e75,633.0,24.0,9
2,fast,a4e75,428.0,17.0,6
3,fast,a4e75,564.0,21.0,8
1,slow,a4e75,459.0,10.0,7
3,slow,a4e75,347.0,9.0,8
2,slow,a4e75,225.0,8.0,7
3,fast,a4e75,370.0,18.0,7
1,fast,a4e75,457.0,22.0,7
2,slow,a4e75,527.0,2.0,5
1,slow,a4e75,437.0,4.0,5
2,fast,a4e75,470.0,23.0,8
2,fast,a4e75,362.0,20.0,7
2,slow,a4e75,401.0,11.0,8
3,slow,4e7f8,365.0,3.0,6
2,slow,4e7f8,453.1000000238418,2.0,5
3,slow,4e7f8,396.8999999761581,6.0,7
2,fast,4e7f8,350.0,20.0,7
1,fast,4e7f8,348.5999999642372,19.0,6
3,slow,4e7f8,347.9000000357628,9.0,8
3,fast,4e7f8,385.6999999880791,24.0,9
1,slow,4e7f8,348.80000001192093,7.0,6
2,slow,4e7f8,390.7999999523163,5.0,6
2,slow,4e7f8,360.0999999642372,8.0,7
2,fast,4e7f8,371.3999999761581,17.0,6
3,fast,4e7f8,373.0999999642372,15.0,6
2,fast,4e7f8,342.80000001192093,14.0,5
2,fast,4e7f8,356.7000000476837,23.0,8
3,fast,4e7f8,371.6000000238418,21.0,8
1,slow,4e7f8,372.50000005960464,1.0,4
3,fast,4e7f8,405.5999999642372,18.0,7
1,fast,4e7f8,445.6999999880791,13.0,4
1,slow,4e7f8,361.6999999880791,10.0,7
3,slow,f7633,375.59999999403954,12.0,9
3,fast,f7633,568.8000000119208,24.0,9
3,slow,f7633,385.09999999403954,6.0,7
2,fast,f7633,387.40000000596046,23.0,8
3,fast,f7633,464.0,18.0,7
2,fast,f7633,393.8999999761581,14.0,5
2,fast,f7633,438.3000000119209,17.0,6
3,fast,f7633,422.2999999821186,21.0,8
1,fast,f7633,425.09999999403954,22.0,7
3,slow,f7633,412.90000000596046,9.0,8
1,fast,f7633,548.6999999582766,19.0,6
2,slow,f7633,455.7999999821186,8.0,7
1,slow,f7633,411.4999999701977,7.0,6
1,slow,f7633,417.6999999582768,4.0,5
2,slow,f7633,375.7000000178814,2.0,5
3,slow,f7633,430.1000000238418,3.0,6
1,slow,f7633,412.6999999880791,1.0,4
2,slow,f7633,389.90000000596046,11.0,8
2,slow,f7633,380.3000000119209,5.0,6
1,slow,f7633,449.1000000238418,10.0,7
2,fast,f7633,416.40000000596046,20.0,7
3,fast,f7633,412.8999999761581,15.0,6
1,fast,f7633,380.8000000119209,13.0,4
3,slow,358da,384.69999989999997,3.0,6
2,slow,358da,394.6,2.0,5
3,fast,358da,358.5,15.0,6
3,fast,358da,370.9,18.0,7
1,slow,358da,368.1,10.0,7
1,slow,358da,380.5,4.0,5
3,slow,358da,362.4,12.0,9
1,fast,358da,514.8,19.0,6
3,slow,358da,339.6,6.0,7
2,fast,358da,413.3999999,23.0,8
1,fast,358da,382.80000010000003,16.0,5
2,slow,358da,367.5,5.0,6
2,fast,358da,189.0,20.0,7
2,slow,358da,386.9,11.0,8
3,fast,358da,601.0,21.0,8
1,fast,358da,411.5,22.0,7
2,fast,358da,109.1,17.0,6
2,slow,358da,217.1,8.0,7
3,slow,358da,158.4,9.0,8
1,slow,358da,384.8,1.0,4
1,fast,358da,520.9,13.0,4
2,fast,358da,367.9,14.0,5
3,fast,358da,47.0,24.0,9
3,slow,e2f6b,137.5,3.0,6
1,slow,e2f6b,88.39999998,10.0,7
3,slow,e2f6b,161.6,12.0,9
2,fast,e2f6b,151.8,17.0,6
2,fast,e2f6b,285.6,14.0,5
3,slow,e2f6b,119.1,9.0,8
1,slow,e2f6b,263.7,1.0,4
2,slow,e2f6b,112.0000001,5.0,6
1,fast,e2f6b,171.4,19.0,6
1,slow,e2f6b,79.5,7.0,6
2,slow,e2f6b,124.0,11.0,8
3,slow,e2f6b,19.89999998,6.0,7
1,fast,e2f6b,425.7,22.0,7
2,slow,e2f6b,367.5,8.0,7
3,fast,e2f6b,643.0,24.0,9
1,fast,e2f6b,419.4999999,16.0,5
2,fast,e2f6b,210.4,23.0,8
2,fast,e2f6b,21.10000002,20.0,7
1,slow,e2f6b,903.7,4.0,5
3,fast,e2f6b,705.9,18.0,7
3,fast,e2f6b,756.0,15.0,6
1,fast,e2f6b,465.3,13.0,4
3,fast,e2f6b,732.0,21.0,8
3,fast,2f143,489.0,3.0,6
1,slow,2f143,405.0,13.0,4
2,fast,2f143,432.0,8.0,7
3,fast,2f143,414.0,9.0,8
2,fast,2f143,526.0,5.0,6
3,fast,2f143,481.0,12.0,9
3,slow,2f143,496.00000000023283,18.0,7
1,fast,2f143,467.99999999976717,4.0,5
2,slow,2f143,470.0,23.0,8
1,slow,2f143,491.0,19.0,6
2,fast,2f143,483.0,2.0,5
1,slow,2f143,480.00000000023283,16.0,5
2,slow,2f143,443.0,20.0,7
2,slow,2f143,463.0,14.0,5
1,fast,2f143,476.0,1.0,4
3,fast,2f143,495.00000000023283,6.0,7
2,fast,2f143,468.00000000023283,11.0,8
1,slow,2f143,454.0,22.0,7
1,fast,2f143,505.0,10.0,7
3,slow,2f143,464.0,15.0,6
1,fast,2f143,472.99999999976717,7.0,6
2,slow,0dd8c,362.5,17.0,6
2,slow,0dd8c,338.6000001430512,20.0,7
1,slow,0dd8c,355.5000001192093,19.0,6
2,slow,0dd8c,382.0,23.0,8
2,fast,0dd8c,365.0,2.0,5
1,slow,0dd8c,413.5000001192093,16.0,5
3,fast,0dd8c,407.4000000953674,12.0,9
1,fast,0dd8c,369.69999992847437,1.0,4
3,fast,0dd8c,375.6000000238418,6.0,7
3,fast,0dd8c,344.7000000476837,9.0,8
3,slow,0dd8c,339.20000004768366,15.0,6
1,fast,0dd8c,353.2000000476837,4.0,5
1,slow,0dd8c,355.1000000238418,22.0,7
1,slow,0dd8c,427.3999999761581,13.0,4
3,slow,0dd8c,282.1000001430512,24.0,9
2,fast,0dd8c,349.0,5.0,6
3,fast,0dd8c,417.1000000238418,3.0,6
2,fast,0dd8c,399.2999999523163,8.0,7
3,slow,0dd8c,438.5,18.0,7
1,slow,c1d08,354.0,7.0,6
3,fast,c1d08,425.80000019073486,18.0,7
1,slow,c1d08,441.9000000953674,4.0,5
2,slow,c1d08,397.30000019073486,5.0,6
2,fast,c1d08,408.7000000476837,14.0,5
3,fast,c1d08,398.4000000953674,15.0,6
1,fast,c1d08,406.2999999523163,13.0,4
1,slow,c1d08,376.7000000476837,10.0,7
2,slow,c1d08,393.1000001430512,8.0,7
2,fast,c1d08,348.90000009536743,23.0,8
3,slow,c1d08,431.5,12.0,9
1,fast,c1d08,457.59999990463257,16.0,5
2,slow,c1d08,387.9000000953674,11.0,8
3,slow,c1d08,374.30000019073486,9.0,8
2,fast,c1d08,407.69999980926514,20.0,7
1,fast,c1d08,418.6000001430512,19.0,6
2,fast,c1d08,417.89999985694885,17.0,6
3,slow,c1d08,406.2000000476837,3.0,6
1,fast,c1d08,374.0,22.0,7
3,fast,c1d08,365.69999980926514,21.0,8
3,fast,c1d08,376.1000001430512,24.0,9
2,slow,c1d08,503.6000001430512,2.0,5
1,slow,c1d08,501.2000000476837,1.0,4
3,slow,c1d08,388.7000000476837,6.0,7
1,slow,25fca,389.7000000476837,13.0,4
2,slow,25fca,349.49999976158136,23.0,8
3,fast,25fca,381.4000000953674,3.0,6
1,fast,25fca,349.8999998569488,7.0,6
1,fast,25fca,347.40000009536743,4.0,5
2,slow,25fca,309.40000009536743,17.0,6
3,fast,25fca,425.2000000476837,6.0,7
3,fast,25fca,284.90000009536743,9.0,8
3,slow,25fca,505.2999999523163,24.0,9
2,fast,25fca,386.0,2.0,5
2,fast,25fca,381.1000001430512,11.0,8
1,fast,25fca,445.30000019073486,1.0,4
1,fast,25fca,361.59999990463257,10.0,7
3,slow,25fca,357.1999998092652,21.0,8
1,slow,25fca,342.0,19.0,6
2,slow,7d46d,399.39999999105936,23.0,8
3,fast,7d46d,493.10000000894064,12.0,9
1,fast,7d46d,379.7999999970197,7.0,6
2,fast,7d46d,78.40000000596045,8.0,7
1,slow,7d46d,339.69999998807907,13.0,4
1,fast,7d46d,360.09999999403954,10.0,7
2,fast,7d46d,91.29999999701977,11.0,8
3,slow,7d46d,355.59999999403954,15.0,6
2,fast,7d46d,362.2999999970197,5.0,6
2,fast,7d46d,357.59999999403954,2.0,5
2,slow,7d46d,391.2000000029802,20.0,7
2,slow,7d46d,342.79999999701977,17.0,6
1,slow,7d46d,370.39999999105936,19.0,6
1,fast,7d46d,412.2999999970197,1.0,4
1,slow,7d46d,344.0000000149012,22.0,7
1,fast,7d46d,377.2999999970197,4.0,5
1,slow,7d46d,395.60000000894064,16.0,5
2,slow,7d46d,305.80000001192093,14.0,5
3,fast,7d46d,356.30000001192093,3.0,6
3,fast,7d46d,371.40000000596046,9.0,8
1,fast,d6502,352.7000000178814,19.0,6
2,slow,d6502,359.9999999701977,2.0,5
2,slow,d6502,363.40000000596046,5.0,6
2,fast,d6502,387.90000000596046,23.0,8
3,slow,d6502,362.90000000596046,6.0,7
3,fast,d6502,291.19999998807907,21.0,8
3,slow,d6502,346.59999999403954,12.0,9
2,slow,d6502,356.0,11.0,8
2,fast,d6502,342.30000001192093,14.0,5
2,fast,d6502,349.09999999403954,17.0,6
3,fast,d6502,381.2999999821186,18.0,7
3,slow,d6502,355.5,9.0,8
1,fast,d6502,394.0,13.0,4
3,fast,b6a80,374.2000003,18.0,7
2,fast,b6a80,377.6,23.0,8
2,slow,b6a80,383.0,5.0,6
2,slow,b6a80,353.2,11.0,8
2,fast,b6a80,489.7,14.0,5
3,slow,b6a80,411.5000002,12.0,9
3,slow,b6a80,400.8,9.0,8
1,fast,b6a80,372.6000001,13.0,4
1,slow,b6a80,400.3000002,10.0,7
2,fast,b6a80,399.7,17.0,6
2,slow,b6a80,398.3999999,8.0,7
1,fast,b6a80,304.3999999,22.0,7
1,slow,b6a80,440.5999999,1.0,4
1,slow,b6a80,427.49999979999996,7.0,6
3,slow,b6a80,429.8999999,6.0,7
3,slow,b6a80,367.8000002,3.0,6
1,fast,b6a80,358.8,16.0,5
2,slow,b6a80,407.6000001,2.0,5
3,fast,b6a80,454.1000001,21.0,8
2,fast,b6a80,439.2,20.0,7
3,fast,b6a80,389.5,15.0,6
1,slow,b6a80,425.19999979999994,4.0,5
2,slow,116f9,401.60000038146967,11.0,8
2,slow,116f9,554.4000000953673,5.0,6
3,slow,116f9,48.80000019073486,12.0,9
1,fast,116f9,383.0,22.0,7
3,fast,116f9,426.5,21.0,8
3,slow,116f9,378.49999952316284,9.0,8
2,fast,116f9,423.19999980926514,14.0,5
2,fast,116f9,63.0,17.0,6
1,slow,116f9,435.69999980926514,7.0,6
3,fast,116f9,386.80000019073486,24.0,9
1,slow,116f9,461.2000002861023,4.0,5
2,fast,116f9,477.9000000953674,23.0,8
1,slow,116f9,519.0,1.0,4
2,slow,116f9,420.30000019073486,8.0,7
1,fast,116f9,365.60000038146967,19.0,6
1,fast,116f9,422.60000038146967,13.0,4
1,fast,116f9,371.0,16.0,5
3,slow,116f9,407.59999990463257,3.0,6
3,slow,116f9,350.09999990463257,6.0,7
3,fast,116f9,348.09999990463257,15.0,6
3,fast,116f9,354.5,18.0,7
1,slow,116f9,418.7000002861023,10.0,7
2,fast,3fe7e,390.3000000119209,2.0,5
1,slow,3fe7e,352.89999997615814,13.0,4
3,fast,3fe7e,381.8000000119209,6.0,7
1,fast,3fe7e,573.5999999642372,7.0,6
2,slow,3fe7e,394.09999999403954,17.0,6
1,fast,3fe7e,401.6999999880791,4.0,5
3,fast,3fe7e,439.40000000596046,3.0,6
3,slow,3fe7e,404.0999999642372,21.0,8
3,slow,3fe7e,373.09999999403954,24.0,9
3,slow,3fe7e,408.2000000178814,18.0,7
1,slow,3fe7e,363.59999999403954,19.0,6
3,fast,3fe7e,302.69999998807907,9.0,8
1,slow,3fe7e,408.8999999761581,16.0,5
2,slow,3fe7e,350.0,23.0,8
2,slow,3fe7e,368.8000000119209,20.0,7
2,fast,3fe7e,402.40000000596046,11.0,8
2,fast,3fe7e,413.7999999821186,5.0,6
2,fast,3fe7e,366.3000000119209,8.0,7
3,slow,3fe7e,425.59999999403954,15.0,6
1,slow,38612,346.00000005960464,10.0,7
1,fast,38612,414.7999999523163,13.0,4
2,fast,38612,360.4000000357628,17.0,6
3,slow,38612,374.5999999642372,9.0,8
2,fast,38612,298.90000003576284,20.0,7
2,slow,38612,387.1000000834465,2.0,5
2,slow,38612,359.89999997615814,5.0,6
3,slow,38612,141.29999995231628,6.0,7
1,fast,38612,346.7000000476837,19.0,6
2,slow,38612,361.4000000357628,11.0,8
3,fast,38612,346.1000000238418,18.0,7
1,fast,38612,379.0,16.0,5
3,fast,38612,378.3999999761581,24.0,9
3,fast,38612,370.0,15.0,6
1,slow,38612,347.5999999642372,7.0,6
1,fast,38612,372.3999999761581,22.0,7
1,slow,38612,389.6000000238418,1.0,4
3,slow,38612,248.89999997615814,12.0,9
1,fast,31179,430.5000001192093,7.0,6
3,fast,31179,392.5000001192093,12.0,9
3,slow,31179,431.4000000953674,18.0,7
2,slow,31179,413.4999998807907,14.0,5
2,fast,31179,383.0,11.0,8
3,slow,31179,400.3999999761581,24.0,9
3,slow,31179,474.30000019073486,21.0,8
2,slow,31179,415.2999999523163,20.0,7
1,slow,31179,344.59999990463257,16.0,5
2,fast,31179,391.4000000953674,8.0,7
1,slow,31179,359.0,19.0,6
1,fast,31179,388.6000000238418,4.0,5
2,fast,31179,365.8999999761581,5.0,6
2,fast,31179,388.3999999761581,2.0,5
