within_triplet_counter,attention_state,participant,TD_rt,TD_trial_number,within_stream_position
1,fast,994d8,371.1000001430512,22.0,7
2,fast,994d8,463.2000000476837,17.0,6
1,slow,994d8,397.0000001192093,7.0,6
1,slow,994d8,420.3999999761581,1.0,4
1,slow,994d8,344.89999997615814,4.0,5
2,slow,994d8,365.19999992847437,2.0,5
2,fast,994d8,387.2000000476837,20.0,7
1,fast,700ec,491.5,22.0,7
3,fast,700ec,469.19999992847437,15.0,6
3,slow,700ec,479.0000001192093,6.0,7
2,slow,700ec,548.8000000715257,11.0,8
2,slow,700ec,553.5,5.0,6
1,slow,700ec,443.89999985694885,1.0,4
1,slow,700ec,428.80000007152563,7.0,6
2,slow,700ec,463.2999999523163,8.0,7
3,slow,700ec,431.7999999523163,3.0,6
2,fast,700ec,439.5,14.0,5
2,fast,700ec,459.59999990463257,17.0,6
3,fast,700ec,455.9000000953674,24.0,9
3,slow,700ec,467.80000007152563,9.0,8
2,fast,700ec,453.7000000476837,23.0,8
1,fast,700ec,477.80000007152563,16.0,5
1,fast,700ec,472.6000001430512,13.0,4
3,fast,700ec,398.69999992847437,18.0,7
3,slow,700ec,445.2000000476837,12.0,9
2,slow,700ec,472.0,2.0,5
1,fast,700ec,472.7000000476837,19.0,6
1,slow,700ec,519.2000000476837,10.0,7
3,fast,700ec,414.89999985694885,21.0,8
1,fast,3865f,507.0,13.0,4
1,slow,3865f,488.0,7.0,6
3,fast,3865f,353.0,18.0,7
1,fast,3865f,415.0,19.0,6
1,slow,3865f,385.0,1.0,4
2,slow,3865f,389.0,11.0,8
3,slow,3865f,457.0,12.0,9
3,fast,3865f,430.0,15.0,6
2,fast,3865f,502.0,17.0,6
2,fast,3865f,353.0,20.0,7
2,slow,3865f,382.0,5.0,6
1,slow,3865f,475.0,4.0,5
2,fast,3865f,453.0,14.0,5
3,fast,3865f,301.0,21.0,8
1,fast,3865f,451.0,16.0,5
1,fast,3865f,431.0,22.0,7
3,slow,3865f,454.0,6.0,7
3,slow,3865f,286.0,9.0,8
2,slow,3865f,621.0,8.0,7
3,fast,3865f,397.0,24.0,9
2,fast,ca5fb,395.0,8.0,7
3,slow,ca5fb,406.0,18.0,7
3,fast,ca5fb,385.0,12.0,9
1,fast,ca5fb,385.0,10.0,7
3,slow,ca5fb,349.0,15.0,6
1,slow,ca5fb,378.0,19.0,6
3,fast,ca5fb,365.99999999976717,3.0,6
1,slow,ca5fb,409.0,13.0,4
2,slow,ca5fb,513.0000000002328,23.0,8
2,slow,ca5fb,427.0,14.0,5
2,fast,ca5fb,430.0,5.0,6
3,slow,ca5fb,384.0,24.0,9
3,fast,ca5fb,475.0,9.0,8
2,fast,ca5fb,475.99999999976717,2.0,5
2,fast,ca5fb,518.0,11.0,8
2,slow,ca5fb,379.0,20.0,7
2,slow,ca5fb,455.0,17.0,6
1,fast,ca5fb,447.99999999976717,4.0,5
1,fast,ca5fb,394.0,7.0,6
3,slow,ca5fb,348.99999999976717,21.0,8
1,slow,55d5b,458.0,19.0,6
2,fast,55d5b,386.0,11.0,8
2,slow,55d5b,493.0,14.0,5
1,fast,55d5b,401.0,7.0,6
1,slow,55d5b,391.0,16.0,5
3,slow,55d5b,427.0,15.0,6
2,fast,55d5b,5.0,2.0,5
3,fast,55d5b,427.00000000023283,12.0,9
1,slow,55d5b,450.99999999976717,22.0,7
3,slow,55d5b,411.0,18.0,7
1,fast,55d5b,427.99999999976717,4.0,5
1,slow,55d5b,445.0,13.0,4
2,slow,55d5b,535.0,17.0,6
2,fast,55d5b,68.99999999976717,5.0,6
3,fast,55d5b,406.00000000023283,9.0,8
3,slow,55d5b,315.0,24.0,9
3,fast,55d5b,241.0,3.0,6
2,slow,55d5b,454.99999999976717,20.0,7
3,slow,55d5b,391.99999999976717,21.0,8
3,slow,62be0,408.8999999761581,6.0,7
1,slow,62be0,405.19999992847437,7.0,6
2,slow,62be0,398.0,5.0,6
3,fast,62be0,422.1000000238418,21.0,8
1,fast,62be0,373.3999999761581,19.0,6
3,fast,62be0,372.2000000476837,15.0,6
3,slow,62be0,441.6000000238418,12.0,9
2,slow,62be0,558.2000000476837,11.0,8
3,slow,62be0,373.7000000476837,3.0,6
2,fast,62be0,409.9000000953674,14.0,5
2,fast,62be0,396.7000000476837,17.0,6
3,fast,62be0,362.4000000953674,18.0,7
2,slow,62be0,362.7000000476837,2.0,5
1,slow,62be0,401.2999999523163,10.0,7
3,slow,62be0,350.6000000238418,9.0,8
1,fast,62be0,458.2999999523163,22.0,7
1,slow,62be0,477.3999999761581,1.0,4
3,fast,62be0,421.5,24.0,9
2,fast,62be0,422.5,20.0,7
2,slow,3b5ed,347.0,14.0,5
1,fast,3b5ed,354.5999999996275,10.0,7
1,slow,3b5ed,353.6999999992549,16.0,5
3,fast,3b5ed,378.59999999962747,9.0,8
3,fast,3b5ed,395.09999999962747,3.0,6
3,slow,3b5ed,397.8999999985099,15.0,6
1,fast,3b5ed,393.29999999888236,1.0,4
2,fast,3b5ed,350.1999999992549,11.0,8
1,slow,3b5ed,378.8000000007451,13.0,4
2,fast,3b5ed,392.70000000111764,8.0,7
2,slow,3b5ed,373.20000000111764,17.0,6
2,slow,3b5ed,375.0,23.0,8
3,slow,3b5ed,386.5,21.0,8
2,fast,3b5ed,428.4000000003725,5.0,6
2,fast,3b5ed,409.4000000003725,2.0,5
3,slow,3b5ed,392.70000000111764,18.0,7
2,slow,3b5ed,352.5,20.0,7
3,fast,3b5ed,455.3000000007451,12.0,9
3,slow,3b5ed,398.0999999977648,24.0,9
3,fast,3b5ed,400.0,6.0,7
1,slow,8da97,382.015,10.0,7
1,slow,8da97,411.06,1.0,4
2,fast,8da97,395.15,14.0,5
1,fast,8da97,382.47,19.0,6
3,slow,8da97,372.535,3.0,6
2,slow,8da97,400.3,2.0,5
3,fast,8da97,353.83,24.0,9
1,slow,8da97,417.275,4.0,5
1,fast,8da97,372.345,13.0,4
3,slow,8da97,283.25,6.0,7
2,fast,8da97,350.7600001,17.0,6
3,fast,8da97,355.96,18.0,7
3,fast,8da97,282.89,21.0,8
2,fast,8da97,342.115,23.0,8
2,fast,8da97,369.805,20.0,7
3,slow,8da97,299.28,9.0,8
3,fast,8da97,263.22,15.0,6
1,fast,88671,432.0,19.0,6
2,slow,88671,80.0,5.0,6
2,fast,88671,434.0,17.0,6
1,fast,88671,451.0,22.0,7
1,slow,88671,482.0,1.0,4
2,fast,88671,90.0,20.0,7
3,fast,88671,460.0,18.0,7
1,fast,88671,442.0,16.0,5
3,fast,88671,412.0,21.0,8
3,slow,88671,412.0,6.0,7
3,slow,88671,442.0,9.0,8
2,slow,88671,360.0,8.0,7
3,slow,88671,363.0,3.0,6
2,fast,88671,452.0,23.0,8
1,slow,88671,420.0,10.0,7
1,slow,88671,402.0,7.0,6
3,fast,88671,483.0,15.0,6
3,slow,88671,172.0,12.0,9
2,fast,88671,570.0,14.0,5
2,slow,88671,434.0,2.0,5
1,fast,88671,441.0,13.0,4
3,fast,88671,454.0,24.0,9
1,slow,88671,450.0,4.0,5
2,fast,2097c,436.59999999403954,20.0,7
1,fast,2097c,386.5000000149012,16.0,5
3,slow,2097c,381.6999999880791,6.0,7
1,slow,2097c,377.5,7.0,6
2,slow,2097c,415.39999999105936,2.0,5
1,slow,2097c,399.4999999850989,10.0,7
3,fast,2097c,501.8000000119209,24.0,9
1,fast,2097c,395.60000000894064,22.0,7
2,slow,2097c,344.5,11.0,8
3,fast,2097c,421.2999999970197,21.0,8
2,fast,2097c,482.3000000119209,14.0,5
1,fast,2097c,358.7000000029803,13.0,4
1,slow,2097c,447.09999999403954,1.0,4
1,slow,2097c,425.7999999970197,4.0,5
2,slow,2097c,392.1999999880791,5.0,6
2,fast,2097c,306.0,17.0,6
3,slow,2097c,378.3000000119209,12.0,9
3,fast,2097c,369.2999999970197,18.0,7
1,fast,2097c,385.5,19.0,6
3,fast,2097c,375.09999999403954,15.0,6
2,slow,2097c,358.2999999970197,8.0,7
3,slow,2097c,368.2999999821186,3.0,6
3,fast,75c8f,480.3000000007451,3.0,6
1,fast,75c8f,369.8000000007451,7.0,6
3,slow,75c8f,415.0999999977648,21.0,8
1,slow,75c8f,382.8999999985099,13.0,4
2,slow,75c8f,379.5999999977648,17.0,6
1,fast,75c8f,28.99999999627471,10.0,7
2,slow,75c8f,378.4999999962747,20.0,7
3,slow,75c8f,362.9000000022352,24.0,9
3,fast,75c8f,395.0999999977648,9.0,8
2,slow,75c8f,491.30000000447035,14.0,5
3,fast,75c8f,44.0,6.0,7
1,fast,75c8f,373.3999999985099,4.0,5
2,fast,75c8f,370.3999999985099,2.0,5
3,slow,75c8f,358.2999999970197,18.0,7
2,fast,75c8f,368.0999999977648,5.0,6
1,fast,75c8f,348.5,1.0,4
1,slow,75c8f,97.19999999925493,22.0,7
2,fast,889c9,529.2999999523163,20.0,7
1,slow,889c9,350.1000000238418,7.0,6
2,fast,889c9,173.20000004768372,23.0,8
2,fast,889c9,463.5,14.0,5
2,slow,889c9,448.7999999523163,11.0,8
3,fast,889c9,361.59999990463257,18.0,7
2,fast,889c9,372.69999992847437,17.0,6
1,slow,889c9,369.6000000238418,4.0,5
3,slow,889c9,176.80000007152557,12.0,9
3,fast,889c9,340.69999992847437,21.0,8
1,fast,889c9,393.80000007152563,22.0,7
2,slow,889c9,373.30000007152563,5.0,6
1,fast,889c9,374.0000001192093,16.0,5
1,slow,889c9,472.1000000238418,1.0,4
2,slow,889c9,145.8999999761581,8.0,7
1,fast,889c9,387.2000000476837,19.0,6
3,fast,889c9,397.1000000238418,15.0,6
3,slow,889c9,340.1000000238418,3.0,6
1,fast,889c9,408.8999999761581,13.0,4
1,slow,889c9,361.59999990463257,10.0,7
2,slow,5880e,402.19999992847437,2.0,5
3,slow,5880e,460.7999999523163,6.0,7
2,fast,5880e,473.2000000476837,20.0,7
1,slow,5880e,373.7999999523163,4.0,5
2,slow,5880e,429.5,8.0,7
1,slow,5880e,382.8999999761581,7.0,6
3,slow,5880e,403.3999999761581,9.0,8
2,fast,5880e,413.5,17.0,6
3,fast,5880e,389.8999999761581,15.0,6
1,fast,5880e,435.7999999523163,19.0,6
3,fast,5880e,380.8999999761581,21.0,8
1,fast,5880e,371.7999999523163,22.0,7
3,slow,5880e,465.3999999761581,3.0,6
1,slow,5880e,407.3999999761581,1.0,4
1,fast,5880e,497.3999999761581,13.0,4
1,fast,5880e,447.4000000953674,16.0,5
3,fast,5880e,415.9000000953674,18.0,7
1,slow,5880e,347.2000000476837,10.0,7
2,slow,5880e,442.5,5.0,6
2,slow,5880e,299.6000000238418,11.0,8
3,slow,5880e,481.59999990463257,12.0,9
2,fast,5880e,373.19999992847437,23.0,8
1,slow,be7d9,360.4000000357628,22.0,7
1,fast,be7d9,370.8999999761581,4.0,5
1,fast,be7d9,361.8000000119209,10.0,7
1,fast,be7d9,393.3000000119209,7.0,6
2,slow,be7d9,389.6999999880791,20.0,7
3,fast,be7d9,402.5,3.0,6
3,fast,be7d9,426.50000005960464,6.0,7
2,fast,be7d9,416.4000000357628,2.0,5
3,slow,be7d9,411.69999992847437,24.0,9
1,slow,be7d9,346.1000000238418,13.0,4
3,slow,be7d9,353.30000001192093,18.0,7
2,slow,be7d9,454.0,14.0,5
2,slow,be7d9,406.49999994039536,23.0,8
2,fast,be7d9,375.5999999642372,5.0,6
1,slow,be7d9,389.4000000357628,16.0,5
1,fast,be7d9,419.3000000119209,1.0,4
2,slow,be7d9,385.3000000119209,17.0,6
3,fast,be7d9,362.19999992847437,12.0,9
3,slow,be7d9,369.1000000238418,21.0,8
2,fast,be7d9,384.99999994039536,11.0,8
2,fast,be7d9,363.4000000357628,8.0,7
3,slow,be7d9,355.00000005960464,15.0,6
3,fast,be7d9,284.4999999403954,9.0,8
1,slow,be7d9,394.1000000238418,19.0,6
3,fast,d58d5,405.2000000476837,12.0,9
1,slow,d58d5,346.2000000476837,16.0,5
2,fast,d58d5,359.1000001430512,11.0,8
2,fast,d58d5,382.3999999761581,5.0,6
1,fast,d58d5,360.5,1.0,4
2,slow,d58d5,368.2999999523163,17.0,6
2,slow,d58d5,384.7000000476837,23.0,8
1,fast,d58d5,338.79999995231634,4.0,5
1,slow,d58d5,362.30000007152563,22.0,7
1,slow,d58d5,445.8999999761581,13.0,4
1,slow,d58d5,378.0,19.0,6
2,fast,d58d5,351.2000000476837,2.0,5
2,slow,d58d5,349.2000000476837,20.0,7
2,fast,d58d5,343.59999990463257,8.0,7
2,slow,d58d5,397.1000000238418,14.0,5
1,fast,d58d5,391.7000000476837,7.0,6
1,slow,2bac9,340.7000000178814,7.0,6
1,slow,2bac9,391.8999999761581,4.0,5
2,slow,2bac9,430.40000000596046,5.0,6
3,fast,2bac9,384.5000000298023,21.0,8
3,fast,2bac9,403.0,24.0,9
1,fast,2bac9,434.8000000119209,16.0,5
2,fast,2bac9,372.8000000119209,20.0,7
1,slow,2bac9,370.5,1.0,4
2,slow,2bac9,461.8000000119209,8.0,7
1,slow,2bac9,404.0000000298023,10.0,7
1,fast,2bac9,364.4999999701977,13.0,4
3,fast,2bac9,373.6999999880791,15.0,6
2,fast,2bac9,351.09999999403954,14.0,5
2,fast,2bac9,407.5000000298023,17.0,6
2,slow,2bac9,367.8000000119209,2.0,5
1,fast,2bac9,340.30000001192093,22.0,7
1,fast,2bac9,244.00000002980232,19.0,6
3,slow,2bac9,353.2999999821186,6.0,7
3,fast,64a05,389.3000000119209,3.0,6
1,slow,64a05,345.5,13.0,4
2,slow,64a05,350.5999999642372,23.0,8
2,slow,64a05,374.2999999523163,14.0,5
3,slow,64a05,425.7000000476837,15.0,6
3,fast,64a05,378.2999999523163,6.0,7
1,slow,64a05,358.30000001192093,16.0,5
3,slow,64a05,356.30000001192093,21.0,8
2,slow,64a05,354.2999999523163,17.0,6
2,fast,64a05,231.50000005960462,11.0,8
2,slow,64a05,407.0,20.0,7
1,fast,64a05,364.1000000238418,1.0,4
3,fast,64a05,368.50000005960464,9.0,8
1,fast,64a05,340.69999998807907,10.0,7
1,slow,64a05,349.0,22.0,7
3,slow,64a05,203.1000000834465,24.0,9
2,fast,64a05,430.4000000357628,8.0,7
3,slow,64a05,355.50000005960464,18.0,7
2,fast,64a05,420.19999992847437,5.0,6
3,fast,64a05,365.7000000476837,12.0,9
1,slow,64a05,379.8999999761581,19.0,6
1,fast,4546b,389.2000000178814,10.0,7
2,slow,4546b,379.7999999821186,14.0,5
1,slow,4546b,390.8999999761581,13.0,4
2,fast,4546b,355.5,2.0,5
1,slow,4546b,360.7999999821186,22.0,7
3,fast,4546b,376.0,3.0,6
3,slow,4546b,397.7999999821186,18.0,7
2,fast,4546b,508.8000000119209,11.0,8
3,slow,4546b,337.0,21.0,8
3,fast,4546b,492.7999999821186,9.0,8
1,slow,4546b,362.59999999403954,16.0,5
2,slow,4546b,439.59999999403954,23.0,8
3,slow,4546b,355.5,15.0,6
1,fast,4546b,469.0,1.0,4
1,fast,4546b,484.90000000596046,4.0,5
1,fast,4546b,462.2000000178814,7.0,6
3,fast,4546b,344.80000001192093,6.0,7
2,slow,4546b,353.19999998807907,17.0,6
3,slow,4546b,381.7999999821186,24.0,9
3,fast,4546b,404.7999999821186,12.0,9
1,slow,00b10,358.0,16.0,5
2,slow,00b10,311.0,14.0,5
1,slow,00b10,76.0,13.0,4
1,slow,00b10,312.0,22.0,7
1,fast,00b10,372.0,10.0,7
3,fast,00b10,392.0,6.0,7
1,fast,00b10,406.0,1.0,4
2,fast,00b10,347.0,8.0,7
3,slow,00b10,386.0,18.0,7
3,fast,00b10,353.0,12.0,9
1,fast,00b10,371.0,4.0,5
3,slow,00b10,353.0,15.0,6
3,slow,00b10,393.0,21.0,8
3,fast,00b10,361.0,9.0,8
1,slow,00b10,363.0,19.0,6
2,slow,00b10,349.0,23.0,8
2,slow,00b10,395.0,17.0,6
3,fast,00b10,361.0,3.0,6
1,fast,00b10,365.0,7.0,6
3,slow,0ad6c,362.0,9.0,8
2,fast,0ad6c,36.5,23.0,8
2,fast,0ad6c,389.7999999821186,17.0,6
3,slow,0ad6c,27.69999998807907,3.0,6
1,slow,0ad6c,435.5,1.0,4
1,fast,0ad6c,341.80000001192093,19.0,6
1,fast,0ad6c,369.8000000119209,16.0,5
1,fast,0ad6c,446.59999999403954,13.0,4
2,slow,0ad6c,399.59999999403954,2.0,5
1,slow,0ad6c,392.09999999403954,7.0,6
3,fast,0ad6c,402.8000000119209,15.0,6
2,fast,0ad6c,391.6999999880791,14.0,5
1,fast,0ad6c,374.3000000119209,22.0,7
2,slow,0ad6c,401.0,11.0,8
3,fast,0ad6c,409.40000000596046,21.0,8
3,slow,0ad6c,134.5,12.0,9
2,slow,0ad6c,408.6999999880791,8.0,7
3,fast,0ad6c,450.3999999761581,24.0,9
3,slow,0ad6c,356.80000001192093,6.0,7
1,slow,0ad6c,391.3999999761581,10.0,7
2,fast,0ad6c,437.8000000119209,20.0,7
1,slow,0ad6c,391.7999999821186,4.0,5
2,slow,cd759,397.2000000476837,8.0,7
1,slow,cd759,375.1000001430512,1.0,4
3,slow,cd759,408.5,9.0,8
1,slow,cd759,375.5,4.0,5
1,fast,cd759,439.09999990463257,22.0,7
1,fast,cd759,428.80000019073486,13.0,4
1,slow,cd759,465.6000001430512,10.0,7
3,fast,cd759,357.2000000476837,21.0,8
2,fast,cd759,501.69999980926514,23.0,8
1,slow,cd759,359.8999998569488,7.0,6
3,fast,cd759,461.7999999523163,18.0,7
2,fast,cd759,395.9000000953674,20.0,7
3,fast,cd759,411.1000001430512,15.0,6
3,slow,cd759,406.2000000476837,12.0,9
1,fast,cd759,403.30000019073486,16.0,5
2,fast,cd759,473.0,14.0,5
3,slow,cd759,396.39999985694885,6.0,7
2,fast,cd759,393.7999999523163,17.0,6
2,slow,cd759,490.69999980926514,11.0,8
2,slow,cd759,461.7000000476837,5.0,6
1,fast,cd759,413.1000001430512,19.0,6
3,slow,cd759,428.89999985694885,3.0,6
2,slow,cd759,398.1000001430512,2.0,5
3,fast,9b1b9,374.5,21.0,8
1,fast,9b1b9,462.40000000596046,19.0,6
1,fast,9b1b9,445.6000000238418,13.0,4
1,slow,9b1b9,402.3999999761581,4.0,5
2,fast,9b1b9,414.2000000178814,23.0,8
3,slow,9b1b9,387.90000000596046,6.0,7
3,fast,9b1b9,456.6000000238418,15.0,6
2,slow,9b1b9,384.6000000238418,11.0,8
2,fast,9b1b9,393.3999999761581,14.0,5
1,slow,9b1b9,413.5,10.0,7
1,fast,9b1b9,432.6999999880791,16.0,5
2,slow,9b1b9,579.0999999940395,5.0,6
3,fast,9b1b9,548.2999999821186,18.0,7
3,slow,9b1b9,442.90000000596046,3.0,6
3,slow,9b1b9,369.2999999821186,9.0,8
1,slow,9b1b9,435.1999999582768,1.0,4
3,fast,9b1b9,339.9000000059605,24.0,9
2,fast,9b1b9,509.2000000178814,17.0,6
2,slow,9b1b9,402.0,2.0,5
2,fast,9b1b9,466.1999999880791,20.0,7
1,fast,f2ac2,374.7000000029802,10.0,7
1,fast,f2ac2,377.1000000014901,7.0,6
1,slow,f2ac2,413.2000000029802,19.0,6
1,slow,f2ac2,22.599999994039536,22.0,7
2,fast,f2ac2,383.7000000104308,11.0,8
1,slow,f2ac2,476.5,13.0,4
1,slow,f2ac2,451.80000000447035,16.0,5
2,fast,f2ac2,359.19999999552965,2.0,5
3,slow,f2ac2,268.79999999701977,21.0,8
1,fast,f2ac2,389.30000000447035,1.0,4
2,slow,f2ac2,279.70000000298023,17.0,6
3,fast,f2ac2,366.2999999970197,3.0,6
3,slow,f2ac2,179.39999999850986,24.0,9
2,slow,a0630,396.19999980926514,17.0,6
3,slow,a0630,403.9000000953674,21.0,8
2,fast,a0630,413.4000000953674,11.0,8
2,fast,a0630,445.30000019073486,5.0,6
1,fast,a0630,388.6000001430512,1.0,4
2,slow,a0630,408.7000000476837,20.0,7
1,fast,a0630,373.19999980926514,7.0,6
1,slow,a0630,357.2000000476837,19.0,6
2,fast,a0630,448.69999980926514,2.0,5
3,slow,a0630,368.7999999523163,18.0,7
1,slow,a0630,368.4000000953674,16.0,5
3,fast,a0630,345.0,6.0,7
3,slow,a0630,356.8999998569488,15.0,6
2,slow,a0630,418.4000000953674,23.0,8
2,slow,a0630,393.00000023841864,14.0,5
3,slow,a0630,351.7000000476837,24.0,9
1,slow,a0630,404.5,13.0,4
3,fast,a0630,377.00000023841864,12.0,9
3,fast,a0630,372.69999980926514,3.0,6
1,slow,a0630,392.2000000476837,22.0,7
2,fast,a0630,384.59999990463257,8.0,7
3,fast,a0630,364.09999990463257,9.0,8
1,fast,a0630,368.59999990463257,4.0,5
1,fast,f6a1b,392.8999999761581,13.0,4
3,slow,f6a1b,544.2999999523163,3.0,6
3,fast,f6a1b,498.3999999761581,18.0,7
3,slow,f6a1b,452.6000000238418,9.0,8
2,slow,f6a1b,423.19999992847437,5.0,6
2,fast,f6a1b,481.1999999880791,14.0,5
1,slow,f6a1b,450.1999999880791,1.0,4
3,fast,f6a1b,414.2000000476837,24.0,9
2,slow,f6a1b,568.4999999403954,11.0,8
3,slow,f6a1b,421.8999999761581,12.0,9
2,fast,f6a1b,492.3000000119209,23.0,8
2,fast,f6a1b,397.0999999642372,17.0,6
1,slow,f6a1b,404.0,7.0,6
1,slow,f6a1b,439.6000000834465,4.0,5
1,fast,f6a1b,433.8999999761581,19.0,6
2,slow,f6a1b,499.3000000119209,2.0,5
3,fast,f6a1b,713.1999999880791,15.0,6
1,fast,f6a1b,420.3000000119209,22.0,7
3,slow,f6a1b,370.6000000238418,6.0,7
1,fast,f6a1b,469.7999999523163,16.0,5
2,slow,f6a1b,420.5999999642372,8.0,7
3,fast,5243e,368.1000001430512,12.0,9
3,slow,5243e,354.90000009536743,15.0,6
3,slow,5243e,368.7000000476837,21.0,8
2,slow,5243e,377.5,14.0,5
1,fast,5243e,362.09999990463257,10.0,7
1,fast,5243e,422.7999999523163,1.0,4
2,fast,5243e,361.59999990463257,5.0,6
1,slow,5243e,345.8999998569488,22.0,7
2,slow,5243e,295.80000019073486,23.0,8
3,slow,5243e,280.39999985694885,18.0,7
2,slow,5243e,302.8999998569488,20.0,7
1,fast,5243e,395.2000000476837,7.0,6
1,slow,5243e,366.2000000476837,16.0,5
2,fast,5243e,359.90000009536743,8.0,7
1,slow,5243e,388.39999961853033,13.0,4
1,slow,5243e,364.5,19.0,6
3,fast,5243e,366.7000000476837,3.0,6
3,fast,5243e,360.50000023841864,6.0,7
2,fast,1360c,407.99999999976717,11.0,8
1,fast,1360c,392.0,4.0,5
3,fast,1360c,371.0,3.0,6
1,slow,1360c,386.99999999976717,13.0,4
1,slow,1360c,349.0,22.0,7
2,fast,1360c,357.99999999976717,8.0,7
2,slow,1360c,390.0,20.0,7
3,fast,1360c,407.00000000023283,9.0,8
2,slow,1360c,400.0,23.0,8
3,slow,1360c,389.99999999976717,15.0,6
1,fast,1360c,448.0,1.0,4
2,slow,1360c,390.0,17.0,6
2,slow,1360c,363.0,14.0,5
3,slow,1360c,428.0,18.0,7
1,slow,1360c,399.0,19.0,6
1,fast,1360c,419.00000000023283,7.0,6
2,fast,1360c,421.0,5.0,6
2,fast,1360c,366.0,2.0,5
1,fast,1360c,433.00000000023283,10.0,7
1,slow,1360c,389.0,16.0,5
2,slow,479f5,416.1999999582768,14.0,5
3,fast,479f5,459.2999999821186,3.0,6
2,slow,479f5,430.6999999880791,17.0,6
2,fast,479f5,440.2000000178814,5.0,6
3,fast,479f5,438.7999999523163,12.0,9
2,fast,479f5,457.0000000298023,8.0,7
1,fast,479f5,415.8000000119209,1.0,4
1,fast,479f5,346.90000000596046,7.0,6
1,slow,479f5,431.8999999761581,16.0,5
2,slow,479f5,370.6000000238418,23.0,8
2,slow,479f5,466.5,20.0,7
1,fast,479f5,450.40000000596046,4.0,5
3,slow,479f5,447.7999999821186,21.0,8
1,slow,479f5,438.59999999403954,13.0,4
3,slow,479f5,442.59999999403954,24.0,9
3,slow,479f5,446.7000000178814,18.0,7
2,fast,479f5,438.90000000596046,11.0,8
3,fast,479f5,464.40000000596046,6.0,7
1,slow,479f5,456.8999999761581,22.0,7
3,fast,479f5,465.4999999701977,9.0,8
2,fast,479f5,394.6000000238418,2.0,5
1,slow,479f5,423.6999999582768,19.0,6
3,slow,479f5,413.40000000596046,15.0,6
2,fast,fc5f6,444.0,5.0,6
1,slow,fc5f6,429.8999999994412,16.0,5
3,slow,fc5f6,492.6000000005588,18.0,7
3,slow,fc5f6,425.3999999994412,21.0,8
3,fast,fc5f6,400.8999999994412,12.0,9
2,fast,fc5f6,299.0,8.0,7
2,slow,fc5f6,479.6000000005588,14.0,5
1,slow,fc5f6,504.59999999962747,22.0,7
3,slow,fc5f6,426.6999999992548,24.0,9
2,fast,fc5f6,412.59999999962747,11.0,8
1,fast,fc5f6,424.1000000005588,10.0,7
2,fast,fc5f6,383.1000000005588,2.0,5
3,slow,fc5f6,401.8999999994412,15.0,6
1,fast,fc5f6,405.59999999962747,4.0,5
3,fast,fc5f6,286.8999999994412,9.0,8
2,slow,fc5f6,449.7000000001863,17.0,6
1,fast,fc5f6,447.4000000003725,7.0,6
1,slow,fc5f6,405.4000000003725,13.0,4
2,fast,44e6b,483.6000000238418,2.0,5
2,slow,44e6b,297.5,17.0,6
3,fast,44e6b,354.1000000238418,9.0,8
2,slow,44e6b,29.40000009536743,23.0,8
3,fast,44e6b,341.80000019073486,6.0,7
2,slow,44e6b,363.7999999523163,14.0,5
3,slow,44e6b,343.5,18.0,7
1,slow,44e6b,392.5,19.0,6
1,slow,44e6b,409.2000000476837,22.0,7
1,fast,44e6b,337.30000007152563,1.0,4
3,slow,44e6b,439.700000166893,15.0,6
3,fast,44e6b,343.50000011920935,3.0,6
1,fast,44e6b,422.2999999523163,4.0,5
1,slow,44e6b,510.69999992847437,13.0,4
3,slow,44e6b,345.5,24.0,9
2,slow,44e6b,74.29999995231628,20.0,7
3,slow,a3f26,352.0,6.0,7
1,slow,a3f26,368.0,7.0,6
3,slow,a3f26,355.0,3.0,6
1,fast,a3f26,570.0,13.0,4
1,fast,a3f26,398.0,19.0,6
2,fast,a3f26,291.0,20.0,7
2,fast,a3f26,301.0,23.0,8
1,slow,a3f26,433.0,10.0,7
1,fast,a3f26,377.0,16.0,5
2,slow,a3f26,387.0,5.0,6
1,fast,a3f26,378.0,22.0,7
2,slow,a3f26,295.0,11.0,8
2,fast,a3f26,307.0,17.0,6
3,fast,a3f26,377.0,21.0,8
2,slow,a3f26,400.0,2.0,5
3,fast,a3f26,401.0,18.0,7
1,slow,d656d,452.10000038146967,4.0,5
2,fast,d656d,496.5999994277954,20.0,7
2,fast,d656d,365.89999961853033,14.0,5
1,fast,d656d,401.9000000953674,13.0,4
3,fast,d656d,351.89999961853033,24.0,9
2,slow,d656d,343.40000009536743,11.0,8
1,fast,d656d,369.39999961853033,22.0,7
1,fast,d656d,340.2000002861023,19.0,6
2,fast,d656d,403.4000000953674,17.0,6
3,fast,d656d,360.9000000953674,15.0,6
2,slow,d656d,410.4000000953674,5.0,6
2,slow,d656d,450.09999990463257,2.0,5
1,fast,d656d,365.49999952316284,16.0,5
1,slow,d656d,398.30000019073486,10.0,7
3,fast,d656d,357.0999994277954,21.0,8
1,slow,d656d,341.90000009536743,7.0,6
2,slow,d656d,370.19999980926514,8.0,7
1,slow,d656d,417.2999997138977,1.0,4
3,fast,d656d,398.4000000953674,18.0,7
3,slow,f91b2,393.89999999990687,24.0,9
2,fast,f91b2,440.89999999990687,11.0,8
2,fast,f91b2,403.0,5.0,6
3,slow,f91b2,417.4000000001397,15.0,6
1,slow,f91b2,458.20000000065187,13.0,4
1,fast,f91b2,393.4000000003725,7.0,6
